accession_code,ProstT5_64_dim_0,ProstT5_64_dim_1,ProstT5_64_dim_2,ProstT5_64_dim_3,ProstT5_64_dim_4,ProstT5_64_dim_5,ProstT5_64_dim_6,ProstT5_64_dim_7,ProstT5_64_dim_8,ProstT5_64_dim_9,ProstT5_64_dim_10,ProstT5_64_dim_11,ProstT5_64_dim_12,ProstT5_64_dim_13,ProstT5_64_dim_14,ProstT5_64_dim_15,ProstT5_64_dim_16,ProstT5_64_dim_17,ProstT5_64_dim_18,ProstT5_64_dim_19,ProstT5_64_dim_20,ProstT5_64_dim_21,ProstT5_64_dim_22,ProstT5_64_dim_23,ProstT5_64_dim_24,ProstT5_64_dim_25,ProstT5_64_dim_26,ProstT5_64_dim_27,ProstT5_64_dim_28,ProstT5_64_dim_29,ProstT5_64_dim_30,ProstT5_64_dim_31,ProstT5_64_dim_32,ProstT5_64_dim_33,ProstT5_64_dim_34,ProstT5_64_dim_35,ProstT5_64_dim_36,ProstT5_64_dim_37,ProstT5_64_dim_38,ProstT5_64_dim_39,ProstT5_64_dim_40,ProstT5_64_dim_41,ProstT5_64_dim_42,ProstT5_64_dim_43,ProstT5_64_dim_44,ProstT5_64_dim_45,ProstT5_64_dim_46,ProstT5_64_dim_47,ProstT5_64_dim_48,ProstT5_64_dim_49,ProstT5_64_dim_50,ProstT5_64_dim_51,ProstT5_64_dim_52,ProstT5_64_dim_53,ProstT5_64_dim_54,ProstT5_64_dim_55,ProstT5_64_dim_56,ProstT5_64_dim_57,ProstT5_64_dim_58,ProstT5_64_dim_59,ProstT5_64_dim_60,ProstT5_64_dim_61,ProstT5_64_dim_62,ProstT5_64_dim_63
O75570,-0.01721341,0.052168127,-0.18739815,-0.17623334,0.02157437,0.07974262,0.1314287,-0.16864353,0.047223203,-0.018507456,0.016415628,-0.031369496,-0.0996464,-0.0025078845,0.008186899,-0.018610246,-0.06470902,0.0939709,-0.15839562,0.012754507,-0.03345197,0.090084165,0.0011317771,-0.07652543,-0.022493254,0.091371305,-0.022018947,-0.021342993,0.02420352,0.015380081,0.11982785,0.012477529,-0.10830113,-0.08605668,0.055071607,-0.042061426,0.024280684,0.089699075,-0.13582131,0.06552255,0.2226803,0.058491103,0.0308666,-0.0185148,0.018853547,-0.01720617,-0.040990405,0.061373033,0.033465266,0.22494361,-0.06802353,-0.13262795,0.13214757,0.08076244,0.02661246,-0.12596206,0.04607769,0.052377347,-0.10176234,-0.068847105,-0.032716587,-0.008278072,0.08143125,0.17071171
P99029,-0.11297465,0.10289279,0.07329382,-0.049356326,0.07637784,0.032920286,0.33801275,-0.008723935,-0.079228066,-0.1599918,-0.12437828,-0.0007887967,-0.02906613,-0.17415944,0.15941003,-0.017526895,0.06715043,0.040258028,-0.06316057,-0.1249641,-0.090253726,0.074581146,-0.097143956,0.053736277,-0.17446327,0.09743544,0.07868424,-0.0053121373,0.2715696,-0.144876,-0.033367246,0.033071887,0.048349265,0.06885436,-0.039164387,-0.05075854,-0.018588196,-0.096247025,0.0071730167,0.08923096,0.014271654,0.10577567,0.08028143,0.005493883,-0.1154163,0.05721888,0.102212876,0.106290765,-0.20770207,0.057685457,-0.26630238,-0.08735179,-0.08129115,-0.017311051,0.2291913,0.022024974,0.2248036,0.042531922,-0.15726545,-0.15284878,-0.0078072567,0.019305259,0.056288578,-0.09128765
P09104,-0.07036616,-0.044741515,0.115771286,-0.36116135,0.02329268,0.20447123,0.033388898,0.022381704,0.26238924,-0.21489662,0.08397673,0.036875624,0.005461648,-0.13320622,0.052093774,0.041598544,0.20047085,-0.16909266,-0.03686143,0.04764328,0.04520652,0.06733651,0.018152285,-0.079782754,0.024189923,0.120075874,0.35527265,-0.028515458,0.29117993,-0.19623727,0.11036656,-0.04895919,-0.07659575,0.06479174,0.032124884,-0.085416794,0.10365409,-0.058665793,0.25132105,-0.04024014,0.02271977,0.081569694,-0.017653234,0.12027276,-0.3307021,0.0037804693,0.010144085,0.04337632,-0.1888077,-0.1899285,0.30960575,-0.08831953,0.1649786,0.1580314,-0.04883217,-0.30017728,-0.072263055,-0.02384007,0.032141015,-0.06027657,0.01444011,0.16038036,0.18795148,0.22688735
P42227,-0.256899,0.016974615,-0.010276943,-0.4012102,0.048764016,0.13893893,-0.035582066,0.0056069437,0.040720522,-0.06942722,-0.13209328,-0.02612513,-0.038959734,0.08837742,-0.115900636,-0.027366698,-0.004172243,-0.02305931,-0.24549672,0.046476245,-0.1197018,0.12092153,0.1946104,0.09155532,-0.1313979,-0.028267235,0.36450654,-0.12485863,0.14147156,0.0011634436,0.021795634,0.025393663,-0.14651114,0.033196535,0.16589384,0.11942872,-0.12078914,0.10701826,-0.12398817,0.1255972,0.20660381,0.08479059,0.043782495,-0.031350337,0.12691742,0.05011917,-0.010251358,-0.022092365,0.048056766,-0.015436292,-0.03605603,-0.008233377,0.017672956,0.049072325,-0.031743467,-0.34550756,0.025084399,0.04853618,-0.021617036,0.014120676,-0.07669601,-0.00069294125,-0.031481218,0.46348757
P00326,-0.13066992,-0.14482392,0.18893771,-0.16149688,0.15802665,0.080667175,0.10623487,0.14343068,0.23939879,-0.17716563,-0.0073147435,0.07454926,0.06896507,0.042633966,0.112995625,0.050504208,0.11770577,-0.005550787,0.23032656,0.09699884,0.15125269,0.09363557,0.042418875,-0.043851282,-0.05481829,0.03987465,0.16771954,0.018880516,0.3013046,-0.28356448,0.1399539,0.05079252,-0.01802731,0.081579864,-0.16595325,-0.032008484,0.038905755,-0.08051554,0.1322116,-0.106203854,-0.05603928,0.040984042,0.022239272,-0.017586073,-0.23951986,-0.009409059,-0.03285627,0.10629063,-0.15138432,-0.2200821,0.024469264,-0.32807225,0.033451013,-0.030724168,0.17401667,-0.29407334,0.078649424,0.060448814,0.0044672303,-0.23898959,-0.09520016,0.12012187,0.004407972,0.05922658
P40296,0.12888272,0.12696297,-0.105434015,-0.20647311,0.0065760575,-0.11631832,-0.14436854,0.26053193,0.07723679,-0.05255618,-0.05310525,0.16028203,0.018497817,0.20878986,0.058073346,-0.16886902,0.032444734,0.047773294,-0.03968283,0.011668973,-0.05230474,-0.11344146,0.34476057,-0.052961357,-0.19128108,0.12771004,0.031096898,-0.09206927,-0.16151994,-0.2983758,-0.1346911,0.05243636,0.009862393,0.03420748,0.11084594,0.06924579,0.12824565,-0.015326459,-0.05796446,0.0045096516,0.2727342,-0.06677635,0.2400036,-0.043490306,0.16397275,0.022504581,-0.13314694,0.2440398,0.05471319,0.17377147,-0.31192818,-0.058683176,-0.06559216,0.02143567,0.13910908,-0.015657187,0.017766997,0.14483872,0.036750436,-0.14748219,-0.14185695,-0.11969808,-0.28962055,-0.0524598
O15360,0.0060070585,-0.040820714,-0.08588229,-0.36828858,-0.101742476,-0.06779816,0.1888152,0.13620402,-0.17880191,-0.01047644,-0.23553665,-0.17873845,0.070151016,-0.050910797,-0.08126584,0.029597715,-0.26996124,0.009241909,-0.0719277,-0.035506874,-0.25464737,-0.117404886,0.2984845,0.08576395,-0.14379841,-0.11549504,0.3553213,0.0063380376,-0.32307866,-0.34366557,-0.059931993,0.042345587,-0.10962615,-0.1486821,0.047602966,0.010395493,-0.009167317,0.08152357,-0.17193145,-0.059472702,0.10201161,-0.1443248,-0.014399695,0.014444068,0.076322526,0.06068153,0.034769848,0.02300942,-0.047926255,-0.0529968,0.07533379,-0.16042437,-0.06431035,0.1565946,0.11329441,-0.12659258,0.08880355,-0.039609127,0.00076100975,-0.028907236,0.059911504,-0.031102449,-0.11545582,0.20687391
P01721,0.17769518,-0.1259319,0.09432784,-0.27512854,-0.07945742,0.092203215,0.21726649,-0.16611248,0.16981788,-0.19934481,-0.03269407,0.04872325,-0.02664616,-0.025149563,-0.028007142,-0.24575053,0.09935938,0.004774809,0.013709769,-0.08254048,-0.2892004,-0.07272296,-0.28509364,-0.015217928,-0.08767242,-0.10372748,0.08089598,-0.31824267,0.08725691,-0.17674002,-0.033743247,-0.19390678,0.18487899,0.11052069,-0.15771648,0.09953791,-0.26246744,-0.02454567,0.038950846,0.031943496,0.06123876,0.10984562,0.22758263,0.08148981,-0.03658796,0.11646448,0.14461568,0.047334105,-0.011763867,-0.12399118,-0.25017947,0.06280171,-0.0054168925,-0.082136855,0.30886286,-0.07801521,0.13335884,0.18122905,0.008560341,-0.071511514,-0.16780765,0.028955586,0.14937809,0.017873874
Q5JFD7,0.0822651,0.09179754,-0.023917735,-0.20534995,-0.012336448,-0.16899565,0.02376733,0.1446421,0.117306635,0.033304915,0.033446215,0.059543315,0.053159505,0.0059017804,0.021011025,0.060664713,-0.052704073,0.06318283,0.13619913,0.018803582,0.022310846,-0.046868727,0.2299245,-0.040030695,-0.121094435,0.109151326,0.108226545,-0.01289694,0.05223379,-0.4421193,0.040286265,0.025751706,-0.15385863,-0.029711355,-0.0649571,0.058631834,0.13571401,-0.07634007,-0.033751965,-0.02094927,0.098330215,-0.043119058,0.12817454,-0.05503314,-0.1350471,-0.03954172,-0.10405626,0.3424361,-0.1480064,-0.019458883,-0.005230278,-0.16202551,-0.14526069,-0.034685478,0.078352205,-0.17307243,-0.025875647,-0.10402463,-0.055895012,-0.22492966,-0.03717406,-0.07835451,-0.065773144,-0.022815632
P11574,-0.13262816,-0.13724253,0.119473845,-0.18861906,0.0793806,0.21403614,-0.06257576,0.0015036864,0.28742298,-0.11322146,0.0010270178,-0.038797934,0.021939337,0.08189302,-0.0111333355,0.12511799,0.14000875,-0.025259446,0.008080389,0.09255925,0.049420327,0.16631013,0.008846453,-0.12312792,-0.056468293,-0.10720788,0.18824235,0.05138906,0.21780035,-0.13040474,0.13301158,-0.027283538,-0.12992468,0.08093631,0.019643106,-0.026614763,-0.07406302,-0.02486208,0.14777806,-0.06262765,0.06998894,-0.0051352065,0.104757465,-0.029660597,-0.26010552,0.022398818,-0.11606612,-0.11425579,-0.004114654,-0.14192006,0.04040888,-0.2469204,-0.030170448,0.17249951,0.013838176,-0.28787732,0.028104104,0.004868936,-0.019333702,-0.088446274,0.0029142983,0.16071945,0.013813749,0.13973443
Q8GE63,-0.045384854,-0.009588863,0.061539404,-0.3116016,0.011324309,0.12792361,0.07999088,0.026418824,0.23933707,-0.18200946,0.09112889,0.060406104,0.008528605,-0.1721676,0.06496689,0.037316754,0.1525824,-0.13642052,-0.011446785,0.04648537,0.028407436,0.05885066,0.053742815,-0.06893338,0.020975009,0.16443023,0.32877114,-0.012397904,0.25343055,-0.23695108,0.12336598,-0.002099682,-0.046763957,0.030577578,-0.013387889,-0.0603607,0.14477545,-0.072878614,0.20836611,-0.044388354,0.011221267,0.08312594,0.009382413,0.0975691,-0.3231968,-0.006408468,0.027626418,0.17746574,-0.219241,-0.14358328,0.29767308,-0.058763724,0.13707584,0.13412824,-0.027320996,-0.26002365,-0.06318239,-0.021848999,0.008425441,-0.08796867,0.0008098651,0.11059584,0.17090568,0.20663758
O14544,0.16541147,-0.01285877,0.12528005,0.1299724,0.038992476,-0.26090905,0.19997758,-0.11669944,-0.5428008,-0.098484375,-0.04775326,-0.076344594,-0.08930402,-0.12499625,0.20153286,-0.054833032,0.18157864,-0.057800014,-0.016003843,0.0042600185,-0.046305012,-0.021902889,0.15044998,-0.013356792,-0.035310116,0.035234652,-0.068398826,0.18267976,-0.09664358,-0.032418936,-0.02111403,-0.058650248,-0.06754999,0.06955078,-0.013681456,-0.053175807,0.29681593,0.015335191,0.16994496,0.03619672,-0.17744848,0.049905874,-0.106154844,0.078142636,0.21210302,0.004839115,0.06327668,-0.18413424,0.13256535,-0.15280955,0.34258926,-0.1874041,0.011844806,-0.15685268,0.0032743812,0.19424976,0.0791791,-0.23524946,-0.07839781,0.105237685,0.016180607,-0.041736513,-0.059501,-0.00031584315
P32189,-0.086559586,-0.070052,0.02227734,-0.258484,0.013456263,0.033864275,-0.040118672,0.009433703,0.16066734,-0.20926985,0.042458072,-0.035964902,-0.013081916,-0.016354878,0.09068673,0.13881764,0.12975888,-0.0006918013,0.09724774,0.19272925,0.064439476,0.2204912,0.05773744,-0.09361801,-0.08328589,-0.023550391,0.21407145,0.009378761,0.2050756,-0.21619149,0.12964211,-0.0003232254,-0.14103441,0.04047958,-0.064910054,0.050613567,0.1186595,-0.08539391,0.110757396,-0.12521863,0.07513641,-0.01854403,0.10876351,0.043949015,-0.23858912,0.06274486,-0.034496196,0.08001801,-0.111773804,-0.14759281,0.2349914,-0.21748663,0.021106333,0.15198967,0.02535665,-0.2920891,-3.6276877e-05,-0.004065886,0.023514189,-0.108460546,-0.08581369,0.038124476,0.056118064,0.12795165
P06744,-0.16293342,0.023300126,0.026311569,-0.32071614,-0.005253271,0.09166266,-0.10545461,-0.10351891,0.2174705,-0.15980724,0.09054964,0.010641735,-0.009591043,-0.008396033,0.026374295,0.18819743,0.10440171,0.01113284,0.13929085,0.1637365,0.2228385,0.16381003,-0.092336126,0.01915544,-0.06400372,-0.093480475,0.40417063,-0.09963524,0.27981028,-0.17168221,-0.022522451,0.0057396577,-0.15932979,0.012484692,0.04444313,0.045664724,-0.006741301,-0.10078077,0.10252818,-0.029318212,0.006470047,0.012541117,-0.014049892,0.005007785,-0.28933033,0.047127582,0.027527908,-0.018687226,-0.13475811,-0.16024184,0.2935712,-0.111742735,0.065259285,0.2160581,0.0012889318,-0.27233034,0.04555521,-0.089788444,-0.08363968,-0.1299895,-0.054160625,0.02025912,0.20683607,0.17550582
P01859,0.053584546,-0.011741499,-0.06871435,-0.16596428,-0.008230237,-0.024557762,0.037998162,-0.02570793,-0.0034916792,-0.14282778,0.10769011,0.08470012,-0.08222579,0.04714579,-0.048915684,-0.013796121,-0.082735434,0.045054503,-0.06531513,-0.034118727,-0.12849836,-0.058289684,-0.06339386,-0.003494149,-0.18354222,0.0026213676,-0.06276391,-0.2597977,0.12278375,-0.12557158,0.035097383,-0.17427103,-0.16384734,-0.1219347,-0.019160405,-0.0018627942,-0.026792174,0.10660778,-0.12055372,0.10550495,0.13517901,0.048927456,0.23439157,0.049296796,0.0926483,0.019735128,-0.0031239763,0.119132936,0.15853877,0.05179239,-0.0004841499,-0.0031703478,-0.06716626,-0.09087608,0.2775758,-0.18898219,0.035676114,0.082935445,-0.05762248,0.20023084,-0.11829712,0.015673697,-0.038521174,0.016451485
Q9KKF0,-0.0036818888,0.074698664,-0.06507623,-0.19098264,0.09383498,0.12580106,-0.072583616,-0.07412451,0.34904167,-0.034681354,0.043349564,0.19654593,-0.15059632,-0.03179895,-0.066716745,-0.09625225,0.25639504,-0.034266017,0.02985945,0.19768296,0.27782032,0.13642578,-0.15500428,-0.04635766,0.01997713,0.017833203,0.41203922,-0.00297492,0.02417327,-0.19953105,0.074488774,0.03449257,-0.006469127,-0.094611004,-0.13128102,0.041871518,0.24993184,-0.06302503,0.022673443,0.002423597,0.12965885,0.13286299,0.06241647,0.054065146,-0.53273267,-0.07175064,0.03741926,-0.08330756,0.08769538,-0.0068666935,0.2779669,-0.2921578,0.17250052,0.010322887,0.07905363,-0.0807392,-0.13165373,0.121544756,0.040069487,-0.20216537,-0.21459323,-0.06563872,0.081187375,0.130229
O75914,0.0777683,-0.04576648,0.21183118,-0.00061526895,0.0569311,-0.11662122,0.21836203,0.10426811,-0.28476918,-0.034443818,0.038786545,-0.07358691,-0.078942426,0.056171674,-0.04039423,-0.09966446,0.09072661,-0.045113243,-0.068156764,-0.06685062,0.11164351,-0.020678725,-0.015422829,-0.033452258,-0.054983076,0.00025156885,0.0646099,0.092920095,0.25321782,0.0020795222,0.11818234,0.08201029,0.00970402,0.13746746,-0.025954034,-0.10910225,0.27616018,0.023588385,0.05208542,0.054772437,-0.17771599,0.018384876,-0.080012314,-0.01809736,0.2096612,-0.082433075,0.032091655,-0.17801124,-0.009606669,-0.1072448,-0.06863518,-0.20277143,-0.057946347,-0.020364394,0.046712156,-0.1447503,0.034846395,-0.10083055,0.07516064,0.09020997,0.052456588,-0.10073884,-0.06656441,0.01981334
A5D8V6,-0.03204494,0.021959614,0.07730165,0.50873303,0.12128781,0.03271021,-0.010815732,0.24199538,-0.111503795,0.21885845,-0.020987969,0.1415219,0.19053861,0.09065676,0.12597814,0.22808978,-0.14981593,-0.0054192916,0.33447284,0.20568688,0.13044779,-0.029992558,-0.20842099,0.04787562,0.030545436,-0.09277659,-0.08302016,-0.1640877,0.16978294,0.24620032,0.020314502,0.18568513,0.07948345,-0.27850038,-0.02719567,0.038634576,0.2654587,-0.10668576,0.05875778,-0.044078298,-0.06446891,0.0780756,-0.034686565,-0.08123438,-0.017954143,-0.0707517,0.2148684,0.068419404,0.075621575,-0.096569285,0.10938063,0.12342381,0.088268965,-0.29246515,0.15269744,-0.011183508,-0.08525088,0.12209367,-0.104109734,0.21112585,-0.027292944,0.061125204,-0.47959158,-0.10669365
F1LQ48,0.032062206,-0.07495017,0.20301926,0.24242897,0.03205648,-0.054005727,0.1887905,0.014989982,-0.45003372,-0.015577804,-0.022656545,0.028805632,-0.07011976,-0.06624017,0.033121683,0.1118623,0.057731263,-0.09748036,-0.011872839,0.038063884,0.013053084,0.046010293,-0.049263045,-0.012007637,-0.10170611,-0.06513806,-0.022884667,0.16654392,0.24709763,0.030956088,0.074316196,0.06164298,0.09318897,-0.07038087,-0.13125622,-0.06782159,0.24015419,-0.06652063,0.104968674,-0.058133826,-0.22366536,0.010273309,0.042370807,-0.07393992,-0.08996049,-0.018700615,0.16649532,0.0015682355,0.03879136,-0.22830257,-0.052441094,-0.13244253,-0.114018776,0.06450576,0.1205898,-0.059043936,-0.025013104,-0.04379352,-0.12120892,0.08591252,0.019950377,-0.135277,-0.2999221,-0.022975294
Q13064,0.027842754,0.031314548,0.16048218,0.02834931,0.04781237,-0.06176374,0.1542001,-0.019034598,-0.38485545,0.16340265,-0.02802119,-0.07357134,-0.10207402,-0.20351104,0.10681602,0.057326496,-0.024296664,-0.11471313,-0.08211975,-0.04106225,-0.07100333,-0.024845764,0.023777228,-0.023368305,-0.051563475,0.012095615,-0.004738368,0.10894261,0.040292207,-0.03706962,0.088363655,0.029868174,0.056986127,-0.071599916,-0.0030996874,-0.085835636,0.16272655,-0.05387667,0.10653092,0.027342455,-0.13175938,0.040110163,-0.060108952,-0.09144351,0.074000694,0.012915369,0.07268866,-0.1760582,0.0885411,-0.15270478,0.04567407,-0.1712138,-0.10458844,0.029058643,0.024623893,0.0093559325,0.0075355694,-0.17455813,-0.07684447,0.09165806,0.046213977,-0.10804173,-0.11279432,0.025864296
O15389,0.03863357,-0.09431074,0.027167298,-0.0967995,-0.059957173,-0.05379615,0.15581347,0.033339154,-0.12405935,-0.12814847,0.023021186,0.0799703,-0.024292387,0.05684111,-0.023060285,0.11384049,-0.013552077,0.033595487,-0.021133076,0.021220554,-0.1297277,-0.055032924,-0.063176304,-0.050074406,-0.15584862,-0.025579646,-0.067635365,-0.14658569,0.096693814,-0.15228796,0.06438127,-0.1570665,-0.12051563,-0.11683209,-0.098990686,0.0016544573,0.042468257,0.06536806,-0.012806341,0.005412269,0.12587433,0.026892403,0.25860873,0.008053873,-0.038374677,0.03819893,0.013936833,0.19131032,0.08452879,-0.09445772,-0.039401595,-0.10130807,-0.110827796,-0.105876505,0.3187013,-0.23091967,0.017403543,0.033266388,-0.10399413,0.12009505,-0.0993401,-0.038177177,-0.15178761,0.019510673
O95833,-0.30878782,-0.0879019,-0.06906317,-0.26552594,-0.005004676,0.1725547,-0.08971463,0.15875126,0.28515154,-0.16745704,-0.10882014,-0.094717905,0.07288159,-0.010426473,0.004622206,-0.05851873,0.021411918,-0.0877568,-0.05470625,-0.0184917,-0.048560243,0.20857495,0.06297825,0.04453689,-0.17329353,-0.16009167,0.35300496,-0.11469437,0.42110017,-0.13571082,-0.057063162,-0.08945389,0.030380044,0.15384041,0.021651074,-0.012989081,-0.13374563,-0.018404152,0.10738936,-0.08128172,-0.016552515,-0.006406255,0.133076,0.030592948,-0.036307193,0.10591434,0.026729569,-0.17828101,0.040295385,-0.21618903,-0.0058198236,-0.08759428,-0.057366006,-0.013483178,0.09557881,-0.2628529,0.05649183,-0.01319436,0.029794656,0.067753695,-0.017618835,0.17479286,0.010947101,0.13740858
O15055,0.022583185,-0.0027031833,0.09953603,0.032264046,-0.02983331,-0.044448115,0.2012841,0.014488426,-0.3158279,0.020416692,-0.041915968,-0.09758051,-0.03563241,0.018485894,0.017430127,-0.046728536,-0.018212289,-0.006742589,-0.11519617,-0.0007730946,-0.11255777,0.025219705,0.11114664,-0.06353833,-0.11999426,-0.032800756,-0.022750475,0.042373434,0.060037885,0.0037278254,0.1453514,0.06405833,-0.11055083,-0.0017249044,0.039785184,-0.04670143,0.17476432,0.018696558,0.044283252,0.06787613,0.03856702,-0.008979829,0.07849976,-0.076264024,0.20689787,0.06100699,-0.0040417016,0.0627075,0.036543414,-0.050135925,-0.09817277,-0.105073795,-0.11240902,0.098375954,0.061074473,-0.09813157,-0.028704159,-0.07397833,-0.01659641,0.060174964,0.035146408,-0.09411034,-0.18803594,0.025865916
P07327,-0.120136715,-0.14044386,0.18285704,-0.15414378,0.15605156,0.07608371,0.103217386,0.14129506,0.24505894,-0.17494664,-0.000466777,0.066850096,0.06286,0.043241598,0.114661165,0.044609547,0.12360187,-0.002628073,0.2338966,0.09271443,0.15250567,0.09060348,0.04267472,-0.047131464,-0.05277152,0.04293307,0.1610577,0.024830692,0.29581502,-0.28699228,0.1418871,0.046593476,-0.0153275095,0.08008762,-0.16713417,-0.032992512,0.045334663,-0.07889861,0.13319436,-0.104538724,-0.05589498,0.041625462,0.019494027,-0.02215433,-0.24385346,-0.013059445,-0.034978695,0.10873393,-0.14834146,-0.2152707,0.026944166,-0.3316452,0.0434812,-0.029756974,0.1721156,-0.28617543,0.074814506,0.06343074,0.0043251254,-0.2401315,-0.094184466,0.11623511,0.008761838,0.054485746
Q98TD4,0.0979618,-0.043701455,0.038001865,-0.12136864,0.1016487,-0.035954855,0.19798572,0.1673142,0.26146314,-0.108355924,0.037489265,0.056095976,0.0065952986,0.007890485,0.019141965,-0.06429216,0.03172446,0.14539513,0.29990897,-0.029869825,0.07777235,-0.026545871,0.053023268,-0.02514878,-0.070268065,0.10937347,0.067319386,-0.05028414,0.2029241,-0.37432304,0.106750354,0.04434876,0.06382577,0.064796776,-0.17076279,0.016978376,0.10702612,-0.0059420355,-0.012321904,-0.03223821,-0.03626827,0.05524843,0.03526805,-0.053241134,-0.13505228,-0.098094866,-0.0068219453,0.2634628,-0.17638573,-0.08371143,-0.09653334,-0.22854525,0.048505828,-0.11313047,0.24683087,-0.2083692,0.094560705,0.08086391,0.04581422,-0.32662058,-0.08125955,0.01022055,0.052808248,-0.019116873
P19221,0.12411637,0.012586709,0.114590526,-0.25328392,0.060567886,-0.16148576,0.05836644,-0.022759803,-0.14225739,0.06088475,0.13612324,1.4804304e-05,-0.109319724,-0.1769905,0.06116181,0.033394337,0.061385766,-0.11825263,0.003067132,-0.098132595,-0.08060826,-0.011363574,0.17475101,-0.024468528,-0.09594035,0.10114326,0.060451128,-0.16818178,0.03505477,-0.27568933,0.058679797,-0.16730112,-0.015739374,-0.046331935,-0.070976354,-0.0655774,0.0059680003,-0.0043801777,0.05192009,0.028552962,-0.019585282,0.0254889,-0.114274316,-0.13104387,0.09176715,-0.05632893,0.025072008,0.025095891,-0.034060158,-0.19272557,-0.039720323,-0.28856742,-0.068312176,0.054536186,-0.01569124,-0.048155103,-0.06438732,-0.21902183,-0.042417053,0.051431216,0.013899881,-0.06095192,0.06404462,0.06998627
O61667,0.15791109,-0.02509112,0.16812068,-0.032663647,-0.063637584,-0.040052213,0.29838866,-0.4365675,0.016671425,-0.17747301,-0.042139135,-0.18774942,0.28930563,-0.07838326,0.21056944,-0.44019198,0.034874618,-0.06047404,0.07009785,-0.0012459978,-0.18576668,-0.12776226,0.104575284,-0.057879105,-0.080648616,-0.10695165,-0.020672388,-0.12056063,-0.50811636,0.043132707,0.050112844,0.024871469,-0.12389454,0.11210367,-0.06006956,0.03159809,-0.20310321,-0.12316577,0.09966071,0.14661206,0.03613824,0.0350691,-0.051269133,0.13154319,0.027176214,0.2704659,-0.0601872,0.027430225,0.11449906,-0.019646168,0.22612624,-0.074586466,0.16102052,0.13299617,-0.10882732,0.32763958,-0.010505982,0.1787661,0.038233344,-0.11263074,-0.05994284,0.1617651,0.13879478,-0.13496023
Q92132,0.14637552,-0.13537283,0.014030069,-0.10855563,0.04489664,0.44399983,-0.013361044,0.051876005,0.26984257,0.09322459,-0.13621572,0.11164047,0.27071747,0.179982,-0.036745176,-0.078647226,0.09413599,-0.16471869,-0.016860824,0.19161269,0.0033439621,-0.037824072,-0.46264318,-0.15505722,0.3595088,-0.124488376,0.17578694,-0.1676395,0.25663555,0.24026129,0.085742086,0.16762917,0.28138453,-0.08605784,-0.14517446,0.054097377,-0.07156952,0.042861562,0.023340218,-0.22109035,0.21452945,-0.11798952,0.1666677,0.07765146,-0.06279152,0.12894388,0.26093134,-0.16841099,-0.037045695,-0.076744884,-0.26633602,0.07921008,0.2176001,-0.18064445,0.04627918,-0.102997586,-0.08202535,-0.3805797,-0.011374652,-0.14966892,0.0147885475,0.42835367,0.11675041,0.14098175
P29055,-0.050918914,0.01165773,-0.21311761,-0.14188814,-0.036817003,0.049153738,0.05437886,0.22146349,0.15759523,-0.018000964,-0.061516687,-0.02281722,0.077707626,-0.026180256,0.012576841,-0.1398552,-0.06687182,-0.029827902,-0.16947526,-0.070304915,-0.0536959,-0.028352581,0.21272677,-0.05485591,-0.02988822,0.068888314,0.058221817,0.05517748,0.024751313,-0.07061023,0.01042584,0.1354537,0.14140865,-0.08480097,-0.018629417,-0.03457026,0.0050510983,0.12141669,-0.044463426,-0.06369263,0.08829419,-0.052331224,0.15718614,-0.06209729,0.021332828,0.12739468,-0.021022648,0.13957581,0.15185648,0.09578862,-0.11840154,-0.18322022,0.009073131,0.05052291,0.09345454,-0.041640267,-0.026598237,-0.08539487,-0.058151532,-0.026348632,-0.063482314,0.060046457,-0.060201835,0.15780616
G1FNI6,0.11801144,-0.07604152,-0.049858667,-0.17380387,-0.026166372,-0.07781886,0.20527981,0.23381968,0.101958215,-0.05244962,-0.053317785,0.1309481,0.078276806,-0.025110804,0.022097297,0.039428115,-0.092639014,0.14985049,0.05973017,-0.066736236,-0.11720663,0.012154258,0.104043506,-0.051891036,-0.15587941,0.1414724,-0.014755391,-0.16036998,0.08762492,-0.42391938,-0.013173042,-0.14289676,0.05682124,0.039695945,-0.16414206,-0.010393865,0.047749303,0.041805927,0.005178556,-0.08550374,0.054383993,0.040820308,0.19437431,0.13850337,0.04207501,0.04602495,-0.04502131,0.2624967,-0.08958101,0.016311295,-0.053552467,-0.09365602,-0.27337742,-0.27236682,0.2689029,-0.37007183,0.065642364,-0.026424848,0.041789807,-0.1680386,-0.08932601,0.052548178,-0.094967484,0.025312824
Q13596,-0.13532288,0.05027509,0.021683555,0.008881718,0.015940178,0.101873174,0.18346007,-0.16945852,-0.24646363,0.0076651275,-0.025410496,-0.048830774,0.010761868,0.051497698,-0.07124038,-0.026471287,-0.07686384,0.0930989,-0.10481696,0.1180669,0.02864207,0.15246667,0.0025058384,-0.04706444,-0.14210053,-0.0372359,0.09140811,-0.06258397,0.18479459,0.15770856,0.18424049,0.09732305,-0.24237716,-0.02306914,0.10326871,-0.07379633,0.21857807,0.07758714,-0.02647131,0.095659785,0.08971843,0.07275288,-0.027379043,0.014845569,0.16503958,0.025476754,0.027410645,-0.025574215,0.06738931,0.020792417,0.004479088,-0.051683918,0.049675815,0.06485302,0.036907375,-0.22289295,-0.052986003,-0.04348495,0.05165469,-0.04917161,-0.0025761444,-0.034742773,-0.083650716,0.1260212
