accession_code,ProtT5_32_dim_0,ProtT5_32_dim_1,ProtT5_32_dim_2,ProtT5_32_dim_3,ProtT5_32_dim_4,ProtT5_32_dim_5,ProtT5_32_dim_6,ProtT5_32_dim_7,ProtT5_32_dim_8,ProtT5_32_dim_9,ProtT5_32_dim_10,ProtT5_32_dim_11,ProtT5_32_dim_12,ProtT5_32_dim_13,ProtT5_32_dim_14,ProtT5_32_dim_15,ProtT5_32_dim_16,ProtT5_32_dim_17,ProtT5_32_dim_18,ProtT5_32_dim_19,ProtT5_32_dim_20,ProtT5_32_dim_21,ProtT5_32_dim_22,ProtT5_32_dim_23,ProtT5_32_dim_24,ProtT5_32_dim_25,ProtT5_32_dim_26,ProtT5_32_dim_27,ProtT5_32_dim_28,ProtT5_32_dim_29,ProtT5_32_dim_30,ProtT5_32_dim_31
Q8WYB5,0.24381082,0.03997311,0.3010345,-0.066367775,-0.2785557,-0.17111178,0.03254845,-0.001479663,0.07407476,0.09364855,-0.3865612,-0.07939706,0.1579162,-0.25350595,-0.35237038,-0.188405,-0.15789627,0.1608707,0.006575886,-0.1149604,-0.21690662,0.033337355,-0.061375853,-0.0054696035,-0.27312735,0.27072108,0.34709376,0.24352185,-0.0320704,-0.12644815,-0.02716273,-0.358023
Q96UT6,0.57990766,0.22214039,1.0395354,-0.32104167,-0.98382777,-0.7244997,0.29350358,0.30976343,0.06904073,0.09062317,-0.80421865,-0.33025375,0.778118,-0.089968905,-1.0087546,-0.6145406,-0.7330105,0.13041864,-0.09381303,-0.16948207,-0.47143838,0.40891206,0.061647207,-0.12376263,-0.6276891,0.756443,0.7622287,0.5315776,-0.22942215,-0.1420935,0.32074305,-0.6483328
A0A0H3C985,0.67018366,0.17549552,0.95695287,-0.38533047,-0.9089443,-0.5958438,0.23787993,0.20863602,0.0165896,0.34920728,-0.7203996,-0.4099871,0.7194525,-0.09247756,-0.97635204,-0.5473192,-0.64811635,0.23145473,-0.14807841,-0.09673678,-0.34838057,0.3474744,0.07865399,-0.13668093,-0.546227,0.82215804,0.7205547,0.68244934,-0.19335753,-0.1156795,0.34162387,-0.46286088
Q06449,-0.107050344,-0.22161278,-0.55876124,0.17281458,0.4858243,0.45172328,-0.28958544,-0.18490782,0.040134955,0.0011930764,0.14972928,-0.018938318,-0.52876097,-0.3083377,0.5445676,0.33428305,0.5123902,0.1400457,0.10466541,-0.055166963,0.03327705,-0.36507213,-0.26535958,0.077078365,0.14650935,-0.2520309,-0.24263501,-0.10213564,0.19495943,0.009094216,-0.45625547,0.08575888
O02372,-0.092932075,-0.11672193,-0.23658766,0.18030046,0.17420803,0.17239445,-0.15179075,-0.017291375,0.15353517,-0.24129032,-0.12205751,0.0034969226,-0.269887,-0.28550345,0.26743442,0.13793388,0.25018364,0.09544274,0.09722565,-0.12023393,-0.16205636,-0.22064705,-0.2136751,0.008949487,-0.056038994,-0.14549878,-0.049684107,-0.11862847,0.12463427,-0.03255398,-0.37124196,-0.23865286
P08237,0.68490475,0.18126585,0.9663158,-0.3897111,-0.9251157,-0.60914475,0.24256825,0.20790333,0.028178055,0.35692292,-0.7372861,-0.4097673,0.73244244,-0.08729465,-0.99702454,-0.55247366,-0.6550508,0.24309653,-0.15889752,-0.08528127,-0.35507375,0.34538734,0.08210383,-0.13944598,-0.55508786,0.82952595,0.7339542,0.69970214,-0.18443784,-0.12361214,0.34461483,-0.4599349
Q9URB4,0.6989964,0.2015528,1.0060576,-0.4004464,-0.9716881,-0.65186787,0.25823915,0.2515173,0.03183781,0.31080824,-0.76760733,-0.4409089,0.77410334,-0.066618755,-1.020407,-0.5772884,-0.6909626,0.2268011,-0.16322187,-0.0978751,-0.38345024,0.36978388,0.08201134,-0.15693353,-0.5798775,0.84376645,0.7487984,0.6899297,-0.2022844,-0.11364472,0.35802618,-0.48450637
Q05086,0.15937115,-0.10069234,-0.07324083,-0.015414091,0.07490021,0.14706609,-0.13334635,-0.13724917,0.009788137,0.24728274,-0.100005776,-0.07901382,-0.14172876,-0.29155314,0.012389407,0.06239406,0.14437313,0.19586179,0.04699043,-0.055060573,-0.03603065,-0.13823693,-0.13882226,0.051518574,-0.055519536,0.10685018,0.09809128,0.20913607,0.07578638,-0.0694208,-0.16860187,-0.07046385
O14788,-0.42160296,-0.31752306,-0.9925371,0.4319715,0.89437896,0.7228153,-0.47370192,-0.33884063,0.107626334,-0.14456688,0.42227677,0.31080544,-0.9193073,-0.47570327,0.93481755,0.5584253,0.7841632,0.05956725,0.2759712,-0.09605838,0.11716287,-0.547604,-0.32050484,0.20333232,0.29204187,-0.6461292,-0.4671165,-0.40366372,0.28063378,-0.033480495,-0.66494155,0.07949166
Q6ZNA4,-0.34327546,-0.16313219,-0.77235955,0.38565567,0.6771124,0.46449873,-0.33938575,-0.17546412,0.15195395,-0.383622,0.18202674,0.21466911,-0.6979147,-0.38863802,0.76364,0.41352588,0.59603614,0.016119324,0.22443897,-0.14708559,-0.04144375,-0.44227582,-0.2983362,0.105244905,0.14299574,-0.5804798,-0.33288732,-0.4768326,0.19247234,-0.016190715,-0.61189854,-0.09160595
P12530,-0.23909074,-0.04965663,-0.423554,0.33393052,0.3384979,0.16225283,-0.17785397,-0.0023401156,0.21993111,-0.5560369,-0.11701372,0.11989502,-0.37606922,-0.2971534,0.46378845,0.21196471,0.34134609,0.025606886,0.14963797,-0.16410276,-0.22690901,-0.2900298,-0.25033462,-0.012833366,-0.04946585,-0.40200227,-0.14446533,-0.41983125,0.117051825,-0.029491976,-0.51346755,-0.32233828
P14921,0.1782434,-0.032987863,0.12634505,-0.02474236,-0.11805323,-0.0146326125,-0.048020057,-0.07755168,0.08114372,0.15004233,-0.25498974,-0.034690723,0.004126359,-0.29040208,-0.20291828,-0.0759714,-0.013307023,0.17775263,0.034122255,-0.08758806,-0.1402025,-0.057447046,-0.10041513,0.032731097,-0.1769242,0.17902702,0.23951319,0.22649361,0.034241926,-0.1223401,-0.10222033,-0.24861644
P0A7W7,0.64480984,0.18843682,0.9921548,-0.37174314,-0.9403322,-0.6306461,0.25711548,0.22624248,0.044566084,0.2823212,-0.75524247,-0.37657878,0.7373913,-0.0999987,-1.0089031,-0.56931674,-0.66771525,0.21333069,-0.14197114,-0.11241561,-0.38383764,0.36478865,0.0771959,-0.12598038,-0.57210463,0.8116877,0.7473756,0.6560452,-0.19532639,-0.13561693,0.3395835,-0.518847
O75570,0.21502432,0.07504873,0.41109252,-0.046248935,-0.3903799,-0.27964565,0.085956104,0.08497559,0.11501159,-0.05245368,-0.47807816,-0.07551996,0.2427942,-0.23787218,-0.41339993,-0.25847757,-0.2560548,0.11811023,0.010762356,-0.1546436,-0.3095268,0.096715,-0.05395696,-0.03363069,-0.3529469,0.29148012,0.39095297,0.19800687,-0.06739785,-0.12865797,-0.009031445,-0.49875236
P99029,0.4920377,0.18478318,0.8652553,-0.25009117,-0.80833155,-0.59431523,0.23707551,0.21004686,0.06421651,0.1156251,-0.7067059,-0.23881587,0.6232045,-0.15011607,-0.85747755,-0.5200585,-0.60754436,0.14391835,-0.068555176,-0.16171964,-0.40300277,0.32181448,0.047137603,-0.087904274,-0.5480764,0.6429879,0.67360556,0.46393052,-0.19053733,-0.14648223,0.24780455,-0.6018832
P09104,0.74384016,0.22619553,1.0400977,-0.41924998,-1.0280486,-0.70066684,0.26973033,0.29904348,0.033600796,0.295309,-0.8014833,-0.4981028,0.8291566,-0.029741645,-1.0472736,-0.5954889,-0.7301374,0.2299603,-0.17973319,-0.089580595,-0.4058758,0.3857571,0.081217155,-0.18924154,-0.60654926,0.8678156,0.76365554,0.70680654,-0.21016991,-0.09866321,0.37485996,-0.4801141
P42227,0.39931566,-0.008662,0.32073033,-0.19448695,-0.26020566,-0.06676412,-0.024276495,-0.14829215,-0.025734525,0.5444493,-0.26057816,-0.11962899,0.15417148,-0.2974957,-0.46204543,-0.16330531,-0.14843112,0.26236546,-0.007336747,-0.03945992,-0.0613755,0.050648034,-0.028192103,0.05668003,-0.20634052,0.42562717,0.38220555,0.525468,-0.0225247,-0.15176325,0.100734144,-0.1497592
P00326,0.64021903,0.19658683,0.98550946,-0.3613269,-0.9364371,-0.64646125,0.26048434,0.24192414,0.036903072,0.25448394,-0.75604403,-0.3795047,0.7391537,-0.091285184,-0.98893416,-0.5752287,-0.6784087,0.19969082,-0.13442387,-0.121798456,-0.39331698,0.3641883,0.076419026,-0.13341251,-0.57826847,0.7972454,0.74069285,0.62552255,-0.20399928,-0.12578398,0.33447328,-0.5306237
P40296,-0.22112757,-0.16631752,-0.572492,0.27722475,0.47737718,0.3701804,-0.26435277,-0.07407733,0.10235354,-0.30066764,0.07568011,0.031362146,-0.52254546,-0.3039947,0.63323027,0.326135,0.46925563,0.051207982,0.14846356,-0.124686554,-0.07166069,-0.3574022,-0.27560967,0.035913877,0.09158822,-0.37133837,-0.26752836,-0.31079048,0.16831025,0.028961182,-0.5164081,-0.0940159
O15360,-0.2876755,-0.17193069,-0.6952672,0.34374243,0.5916955,0.4353654,-0.31198433,-0.15014714,0.14629218,-0.33237666,0.13731113,0.15004835,-0.626551,-0.35567695,0.6953645,0.38352957,0.5556311,0.047012955,0.18686165,-0.11896223,-0.052879974,-0.41612402,-0.28779837,0.07898647,0.11902196,-0.49367058,-0.3033295,-0.38668677,0.19722858,-0.011010341,-0.57919,-0.08273495
P01721,-0.20092964,-0.052652106,-0.2980488,0.2978194,0.22285822,0.104806185,-0.13620812,0.010818206,0.24916132,-0.5224493,-0.18492913,0.117517225,-0.2934939,-0.29181463,0.31848574,0.13769189,0.27131367,0.04907638,0.12057033,-0.15329856,-0.25834623,-0.25253886,-0.22892934,-0.0162925,-0.095800914,-0.31149042,-0.06543274,-0.32536432,0.11922851,-0.062026635,-0.46129915,-0.36767438
Q5JFD7,0.36179706,0.18660785,0.7918814,-0.14754651,-0.73497814,-0.5921982,0.22759885,0.2711758,0.082812,-0.09708394,-0.6926031,-0.1798177,0.568499,-0.16312698,-0.7176373,-0.4769509,-0.58191866,0.06265653,-0.0010226779,-0.21222325,-0.46006697,0.32237768,0.0014979243,-0.091524415,-0.538541,0.51493627,0.5882102,0.28334802,-0.20570055,-0.1278556,0.16996899,-0.69733006
P11574,0.765577,0.121552035,0.861563,-0.4289604,-0.85824245,-0.47766373,0.17585948,0.14745447,-0.028417971,0.5911613,-0.641855,-0.4941672,0.6793709,-0.072485656,-0.9364734,-0.46762314,-0.57662135,0.32435715,-0.19534968,0.006543871,-0.24865118,0.27977258,0.08115873,-0.15499711,-0.4757358,0.8688478,0.659202,0.8365458,-0.13702802,-0.10050854,0.3455524,-0.26934493
Q8GE63,0.6854825,0.22997235,1.0702908,-0.39340004,-1.0410393,-0.7315055,0.29112768,0.31537566,0.05546062,0.19863886,-0.8201344,-0.43949822,0.82907015,-0.047051504,-1.0602978,-0.621663,-0.7476172,0.18470097,-0.14996704,-0.12859097,-0.4466469,0.41107023,0.0760659,-0.16034152,-0.62950444,0.8378382,0.7829436,0.6443846,-0.22375607,-0.120005056,0.3621367,-0.5590655
O14544,-0.33285263,-0.213968,-0.8108193,0.3656638,0.70729476,0.5365973,-0.36841303,-0.20258608,0.11746094,-0.28165257,0.24194756,0.18177944,-0.7341625,-0.3870769,0.8069546,0.44741648,0.6363238,0.036329746,0.22080074,-0.121773034,0.009581298,-0.46146914,-0.30702245,0.11570639,0.18646559,-0.5544728,-0.37476593,-0.41419086,0.21521372,-0.0033199042,-0.61183727,-0.013596952
P32189,0.6671654,0.21369638,1.0250607,-0.37838146,-0.9865007,-0.6897862,0.2760471,0.27226508,0.050246317,0.23480846,-0.79193926,-0.40271628,0.78436124,-0.07074827,-1.0293955,-0.5988027,-0.7115709,0.19630933,-0.14545254,-0.12233621,-0.41893375,0.38360274,0.07969102,-0.14616293,-0.6034284,0.8182385,0.76536536,0.63994706,-0.20986897,-0.12665164,0.34656438,-0.5422718
P06744,0.68148315,0.20318358,1.0056242,-0.38753507,-0.9676641,-0.6599318,0.26355922,0.24685481,0.04374059,0.28799814,-0.77356243,-0.41127342,0.76796037,-0.07502331,-1.022881,-0.5826163,-0.6904687,0.21876663,-0.15623577,-0.104570955,-0.3948985,0.36979222,0.08301014,-0.14701486,-0.5869341,0.82902837,0.755566,0.6716343,-0.20029438,-0.1245886,0.34951028,-0.50626576
P01859,-0.3179415,-0.08250004,-0.62063545,0.38914374,0.53193444,0.30471155,-0.26635066,-0.08945597,0.20216127,-0.5296388,0.03851819,0.19199616,-0.5537796,-0.3537044,0.6357728,0.3236199,0.4759358,0.012250483,0.20100212,-0.16792457,-0.14415298,-0.3707851,-0.28376395,0.0471642,0.04196629,-0.5379992,-0.2484749,-0.5000354,0.15009955,-0.021906257,-0.5724577,-0.22898999
Q9KKF0,0.68012065,0.23158713,1.0747945,-0.38892752,-1.0449269,-0.73993903,0.29248357,0.3294724,0.052458573,0.17849539,-0.8206955,-0.4415414,0.8352546,-0.044365406,-1.0558329,-0.6243671,-0.757006,0.17290165,-0.14098388,-0.13834101,-0.4529502,0.41921562,0.07386045,-0.16166201,-0.634441,0.8333612,0.7809377,0.62830156,-0.23159686,-0.1159782,0.36087963,-0.5710918
O75914,0.6455968,-0.0131623745,0.5872841,-0.36281523,-0.53521836,-0.19168109,0.047896437,-0.081953235,-0.07683155,0.8089162,-0.3721533,-0.30719548,0.389027,-0.21148273,-0.7399359,-0.30049735,-0.3375554,0.35319892,-0.11280464,0.026451383,-0.069234185,0.1514174,0.05182509,-0.0049975384,-0.29238737,0.72922575,0.52863526,0.8315102,-0.0553931,-0.13994394,0.26282904,-0.10411008
A5D8V6,-0.25778395,-0.17458016,-0.66681015,0.3203549,0.56330377,0.42629597,-0.30014586,-0.15260994,0.14437354,-0.29774314,0.120425045,0.13444462,-0.60449004,-0.34434533,0.65338075,0.3662192,0.54471415,0.06286907,0.16668677,-0.10447428,-0.052682232,-0.41604692,-0.28156966,0.07695678,0.11494806,-0.46030492,-0.28092334,-0.34906563,0.20245856,-0.015548199,-0.56652737,-0.06770331
F1LQ48,0.4401632,0.03310798,0.466838,-0.22228073,-0.40367293,-0.19192886,0.045871176,-0.07456068,-0.02381749,0.49154872,-0.365577,-0.16248384,0.27173138,-0.25986362,-0.57144594,-0.2548518,-0.26857513,0.25133765,-0.034827057,-0.060496047,-0.12589456,0.115841925,-0.0054466575,0.025680995,-0.28505245,0.50637096,0.4657213,0.5411682,-0.06149873,-0.14587666,0.1507136,-0.24535161
Q13064,-0.33160716,-0.112824954,-0.68970174,0.39107537,0.5976187,0.36217645,-0.29201296,-0.11723309,0.17304389,-0.4784183,0.0982129,0.1975984,-0.6137891,-0.3620943,0.7102511,0.36159518,0.5177431,0.004378319,0.21571492,-0.16839507,-0.10286185,-0.40019786,-0.29112762,0.06755229,0.08289448,-0.5622217,-0.2883657,-0.5098367,0.16160308,-0.009507202,-0.5954156,-0.17886479
O15389,-0.36260164,-0.09681113,-0.7160758,0.42583764,0.6340004,0.35514006,-0.30435538,-0.120918654,0.18128015,-0.5229976,0.11548492,0.2344087,-0.63518876,-0.3810678,0.7396746,0.37303105,0.5210912,-0.009274095,0.2406541,-0.19065365,-0.10788181,-0.40013134,-0.29294118,0.07170747,0.07999111,-0.606306,-0.29771915,-0.5646957,0.14972669,-0.009414434,-0.602119,-0.20756619
O95833,0.18389657,0.10457407,0.45719004,-0.016462138,-0.43512815,-0.3476971,0.11327013,0.12650377,0.17044434,-0.17663737,-0.547896,-0.027048461,0.28868055,-0.2369091,-0.4661079,-0.3078684,-0.2929539,0.09046672,0.015740432,-0.17782018,-0.37431794,0.1080651,-0.05314517,-0.048330076,-0.39098814,0.26666895,0.42446342,0.14789438,-0.07505648,-0.15519696,-0.021142721,-0.59069043
O15055,-0.19553381,-0.09593883,-0.3923865,0.2828542,0.31311864,0.21476318,-0.18687762,-0.05844707,0.22966726,-0.41075116,-0.09623205,0.13395429,-0.38288653,-0.31760347,0.3705001,0.19878261,0.3594113,0.07042533,0.12506473,-0.12527964,-0.18013628,-0.311108,-0.23797491,0.02306979,-0.027548898,-0.33391482,-0.10893202,-0.28852302,0.15850961,-0.06532224,-0.48231098,-0.25671372
P07327,0.6165352,0.19737948,0.9792661,-0.34534475,-0.92629176,-0.6479766,0.26146603,0.24456066,0.040233243,0.22316459,-0.75414133,-0.35900474,0.7290863,-0.098928556,-0.9755337,-0.574471,-0.6765433,0.18569383,-0.12199998,-0.1328676,-0.40108106,0.3651331,0.072406754,-0.12653042,-0.57995003,0.7773443,0.7358937,0.59668994,-0.20701504,-0.12888047,0.3252638,-0.5517945
Q98TD4,0.51215124,0.18753017,0.90778905,-0.27277294,-0.8452719,-0.6110613,0.24744302,0.2247552,0.05656259,0.12745896,-0.7226956,-0.2655044,0.6516393,-0.14180127,-0.89272404,-0.53979576,-0.6297613,0.14625734,-0.07681742,-0.16280758,-0.40778336,0.3410296,0.050221503,-0.09353618,-0.55912507,0.6795584,0.69382274,0.4899734,-0.19892925,-0.14388949,0.27147314,-0.6049131
P19221,-0.3772446,-0.21779926,-0.8126747,0.41160116,0.71011627,0.5310625,-0.37809733,-0.21662858,0.15578519,-0.3231581,0.24723426,0.2524129,-0.74886924,-0.41934323,0.79398537,0.4554818,0.6400446,0.038676403,0.24524829,-0.12907231,-0.0038942397,-0.46191764,-0.31603178,0.14234935,0.17340031,-0.59004647,-0.36306152,-0.43675593,0.23369858,-0.026632093,-0.6246074,-0.0640009
O61667,-0.32467535,-0.39039296,-1.082461,0.34706828,0.97299474,0.8619594,-0.5293484,-0.41370752,0.0012391694,0.13507998,0.5211631,0.15694857,-0.9730767,-0.437728,1.0260082,0.6272551,0.86073494,0.13906908,0.21861127,-0.026737552,0.24419397,-0.58866835,-0.31317723,0.16160873,0.38959703,-0.5477038,-0.55787146,-0.25365707,0.2964882,0.024580538,-0.6379301,0.30268782
Q92132,0.8114666,0.1776988,0.92854,-0.43414813,-0.95126003,-0.58480513,0.2049658,0.24888393,-0.034997594,0.5025593,-0.7168604,-0.5755744,0.7764141,-0.013121277,-0.96691346,-0.5144876,-0.658763,0.30675137,-0.21042296,0.0004027374,-0.30630964,0.31077787,0.079336315,-0.22030705,-0.5360817,0.89191246,0.6864307,0.8002082,-0.16686991,-0.06766352,0.3710895,-0.31487638
P29055,0.46041927,0.14369409,0.7476472,-0.24412844,-0.6856091,-0.46993193,0.1828947,0.16463655,0.0024332441,0.17839679,-0.6018784,-0.2684172,0.5190043,-0.17126611,-0.7208738,-0.4334701,-0.5131134,0.15038747,-0.052744176,-0.16043703,-0.32115477,0.27742684,0.022297934,-0.07165324,-0.45911,0.6029892,0.58384264,0.442417,-0.18039095,-0.10633921,0.21885517,-0.5109115
G1FNI6,0.19633886,0.1195291,0.5234322,-0.02810005,-0.49557972,-0.40884125,0.1463874,0.21133786,0.11978057,-0.22844855,-0.5785359,-0.10450178,0.34809947,-0.20033726,-0.44496876,-0.32273808,-0.3651455,0.05165723,0.026318237,-0.20812425,-0.4157196,0.18014717,-0.06038119,-0.0746006,-0.41721287,0.30827582,0.4168314,0.116882615,-0.12642461,-0.10639578,0.005139947,-0.63924974
Q13596,0.27289325,0.025193065,0.2869525,-0.09375766,-0.25655258,-0.12874843,0.01007656,-0.049615808,0.05493902,0.2021975,-0.342207,-0.08051424,0.13850217,-0.27212942,-0.36826247,-0.17342502,-0.13718095,0.18704653,0.0055386685,-0.09631947,-0.17169663,0.029059187,-0.057227086,0.01624055,-0.24900702,0.29423386,0.3465864,0.30795956,-0.025776625,-0.13576251,-0.0035519302,-0.2970388
P19447,0.64342654,0.108365625,0.79721594,-0.3576393,-0.73869234,-0.4351119,0.16550356,0.07177851,-0.0070396774,0.51959616,-0.59007907,-0.3294158,0.5734155,-0.15754092,-0.88187766,-0.44422856,-0.51475996,0.28448027,-0.13145955,-0.049364686,-0.23912433,0.26030836,0.07303536,-0.078533284,-0.44611958,0.7639282,0.6499951,0.7209735,-0.1346911,-0.13889189,0.2994669,-0.3399987
F8WQK8,0.49203503,0.18341027,0.8820735,-0.26306197,-0.8191152,-0.58898485,0.23697841,0.22465965,0.04850446,0.11020711,-0.7037629,-0.26603413,0.62882787,-0.14765659,-0.85622597,-0.52247393,-0.6130524,0.13589123,-0.066751376,-0.17120314,-0.39849117,0.33625963,0.04218948,-0.09060175,-0.5442903,0.6587179,0.66994476,0.46483043,-0.20249903,-0.13525751,0.25997028,-0.60147154
O70435,0.69230783,0.13736926,0.8912167,-0.3924645,-0.8490376,-0.5117889,0.19918472,0.13705611,0.008299816,0.4823141,-0.6633934,-0.39583108,0.66651565,-0.11536232,-0.96022385,-0.49609202,-0.5848065,0.28547198,-0.16240734,-0.047600858,-0.28546798,0.30220422,0.08117096,-0.116218366,-0.49492022,0.8253415,0.69304764,0.7578459,-0.15139003,-0.1291582,0.3345311,-0.37168682
P15151,-0.3531385,-0.13835405,-0.7432892,0.40919438,0.6501217,0.41626057,-0.32595727,-0.15095195,0.1726257,-0.44409108,0.15371117,0.227355,-0.66715074,-0.38846895,0.74705064,0.39866588,0.5615557,0.011499226,0.23234178,-0.16256763,-0.07267422,-0.4217929,-0.29711062,0.09174923,0.11081899,-0.5895478,-0.31667784,-0.5050951,0.1797127,-0.015224591,-0.6061802,-0.14753976
P07998,-0.4475056,-0.4118173,-1.1254354,0.44275847,1.0338345,0.8867068,-0.5440261,-0.4601861,0.056260664,0.04585731,0.5462048,0.3405826,-1.0460879,-0.50962,1.0431979,0.63172185,0.89425033,0.10425631,0.27810693,-0.05143277,0.22389236,-0.6211443,-0.31164277,0.22881198,0.38897982,-0.65044105,-0.55174994,-0.34932724,0.32091326,-0.0319508,-0.6905602,0.19765796
O60504,-0.29229707,-0.19026269,-0.67142934,0.34537247,0.5685478,0.44341326,-0.31285805,-0.1716784,0.17774796,-0.30766487,0.13192841,0.19048384,-0.6251234,-0.37510052,0.64061195,0.3750732,0.55860585,0.06600069,0.18558015,-0.104591265,-0.05317338,-0.42132044,-0.28910163,0.100902155,0.11727249,-0.48101872,-0.27935603,-0.34518614,0.22332563,-0.04051777,-0.5759522,-0.09187466
P38936,-0.35956055,-0.15101054,-0.7537377,0.4115291,0.6583102,0.42550328,-0.33059594,-0.15140867,0.16305426,-0.43250936,0.16361022,0.22847301,-0.67514616,-0.38830996,0.76494926,0.40533802,0.5646828,0.006511852,0.23961583,-0.16602495,-0.065933555,-0.4245357,-0.30011207,0.09603924,0.11966992,-0.5898119,-0.32453343,-0.50920117,0.18275249,-0.0108702555,-0.61406064,-0.1446154
P16687,0.5043836,0.070593506,0.63638204,-0.27556887,-0.5635736,-0.30758607,0.105754666,-0.0036322847,-0.004619103,0.47009313,-0.47368026,-0.21696423,0.40657118,-0.23186356,-0.7225226,-0.34976315,-0.3877244,0.2496377,-0.06457564,-0.07598053,-0.18948187,0.20115569,0.030844033,-0.0127981175,-0.37135097,0.6198668,0.5575743,0.6067779,-0.10703951,-0.1519706,0.22408882,-0.3267574
A0A0B5LB55,0.16377586,0.09289153,0.40528375,0.0027077608,-0.39662012,-0.33353555,0.10534122,0.18810514,0.123319685,-0.24645434,-0.5228015,-0.10689672,0.26554164,-0.20182084,-0.32905084,-0.25150558,-0.27357703,0.06174901,0.026511826,-0.19601339,-0.3828481,0.12151313,-0.07814137,-0.07833914,-0.36894128,0.23978911,0.34346187,0.071744725,-0.095317245,-0.086559534,-0.056157783,-0.5769137
P42566,0.5353185,0.12384218,0.74245244,-0.28843904,-0.67370516,-0.4244686,0.16320914,0.06038662,0.02398679,0.37624484,-0.5817722,-0.23366198,0.5057633,-0.19688913,-0.8188538,-0.4292917,-0.47581834,0.2344132,-0.08863713,-0.091591775,-0.26376745,0.24196327,0.050797597,-0.045876183,-0.4421712,0.6553583,0.62921464,0.5902271,-0.13387,-0.15981866,0.24952456,-0.41274428
P39099,0.6206299,0.15459663,0.8926022,-0.35255697,-0.83214223,-0.53516287,0.2150405,0.15131167,0.024197627,0.36408764,-0.6763444,-0.33712587,0.64335304,-0.1379225,-0.93467724,-0.509516,-0.5891416,0.23558266,-0.1298214,-0.09550298,-0.31883693,0.31446445,0.07323843,-0.09831794,-0.51439816,0.77152777,0.6983378,0.65716445,-0.17126843,-0.13890076,0.3142012,-0.45277566
O15151,-0.24362779,-0.054591604,-0.46202666,0.33238432,0.37222403,0.18044952,-0.1853002,-0.0051417723,0.20089532,-0.5545574,-0.09652579,0.11037154,-0.4032671,-0.29231587,0.5096841,0.23131421,0.36071792,0.011848345,0.15517381,-0.1725147,-0.21031886,-0.3034361,-0.2583136,-0.00872487,-0.028761648,-0.42358404,-0.16543654,-0.44805822,0.115909666,-0.016311437,-0.5319486,-0.29749462
A0A0H2UNG6,0.6635025,0.21188651,1.0355645,-0.38182095,-0.9957887,-0.6895137,0.27646816,0.28366026,0.04282101,0.22468743,-0.78941715,-0.41834182,0.78960824,-0.067130506,-1.0275424,-0.6006708,-0.71771723,0.18987647,-0.14204192,-0.12940152,-0.4192218,0.39403033,0.07464722,-0.14791238,-0.6042309,0.824873,0.7622099,0.6366544,-0.2176922,-0.119241685,0.35123464,-0.54664254
O53664,0.5238832,0.19404037,0.94793123,-0.29059643,-0.88347346,-0.63126045,0.26222354,0.2221354,0.07742371,0.13304953,-0.7512876,-0.2581457,0.6766081,-0.14199425,-0.9512298,-0.5661247,-0.6431691,0.15382263,-0.092431486,-0.15741597,-0.4201993,0.34972882,0.056416765,-0.08764928,-0.57372,0.7041942,0.7290703,0.5222783,-0.19238025,-0.16435477,0.28567985,-0.6149854
P0A937,0.097229935,-0.0627671,0.0097551495,0.021359364,-0.016342252,0.06216797,-0.084207505,-0.04634566,0.071696416,0.02827014,-0.19542626,-0.072185576,-0.08600199,-0.28056598,-0.020967634,0.004276503,0.078874715,0.14535555,0.047178917,-0.10502376,-0.13887832,-0.092860475,-0.14033696,0.018270068,-0.12449827,0.09172933,0.12188483,0.11838892,0.044842705,-0.06741487,-0.17486428,-0.22229572
O88622,-0.34934586,-0.1532275,-0.78657824,0.387903,0.6957489,0.45616215,-0.33866462,-0.15383035,0.12951031,-0.40755326,0.1905827,0.19171262,-0.7019529,-0.377496,0.81124085,0.41172376,0.5847949,-0.0075523853,0.23530306,-0.17019573,-0.040923044,-0.43815985,-0.2967059,0.08709861,0.14399213,-0.59094644,-0.35185224,-0.5182947,0.16788723,0.009032391,-0.612697,-0.0979601
P63208,0.78885883,0.1540055,0.8926261,-0.43589854,-0.8984811,-0.5240553,0.1905874,0.1843512,-0.014627125,0.5487237,-0.6831937,-0.51679707,0.7209032,-0.05502817,-0.964705,-0.48614892,-0.61010146,0.31886786,-0.20865935,0.0033774637,-0.27801013,0.29624024,0.086547315,-0.17871344,-0.50430036,0.87739116,0.6774769,0.82690156,-0.15019639,-0.09483598,0.3584499,-0.29103577
O00212,0.64966476,0.100507975,0.79159003,-0.3552191,-0.73942226,-0.42861316,0.15885252,0.064886,-0.0033565871,0.53992903,-0.5836981,-0.32829222,0.572156,-0.15916905,-0.8844172,-0.43625286,-0.51107997,0.2965203,-0.13299762,-0.03964618,-0.23298901,0.25707296,0.073600605,-0.07664393,-0.44555804,0.7670642,0.64885044,0.7385675,-0.12538275,-0.14227574,0.29944432,-0.32960853
O00499,0.29668832,0.022946075,0.2730918,-0.10613733,-0.24378613,-0.12678728,0.008787088,-0.046514913,0.021747138,0.23485947,-0.32796615,-0.114454985,0.1393284,-0.2557798,-0.34212404,-0.16081558,-0.13489957,0.19075973,-0.0006848164,-0.09152452,-0.15688212,0.028929189,-0.057387326,0.010878043,-0.23844823,0.3034857,0.33545363,0.31175476,-0.03307593,-0.114813134,-0.0035108775,-0.264555
