accession_code,ESM_128_dim_0,ESM_128_dim_1,ESM_128_dim_2,ESM_128_dim_3,ESM_128_dim_4,ESM_128_dim_5,ESM_128_dim_6,ESM_128_dim_7,ESM_128_dim_8,ESM_128_dim_9,ESM_128_dim_10,ESM_128_dim_11,ESM_128_dim_12,ESM_128_dim_13,ESM_128_dim_14,ESM_128_dim_15,ESM_128_dim_16,ESM_128_dim_17,ESM_128_dim_18,ESM_128_dim_19,ESM_128_dim_20,ESM_128_dim_21,ESM_128_dim_22,ESM_128_dim_23,ESM_128_dim_24,ESM_128_dim_25,ESM_128_dim_26,ESM_128_dim_27,ESM_128_dim_28,ESM_128_dim_29,ESM_128_dim_30,ESM_128_dim_31,ESM_128_dim_32,ESM_128_dim_33,ESM_128_dim_34,ESM_128_dim_35,ESM_128_dim_36,ESM_128_dim_37,ESM_128_dim_38,ESM_128_dim_39,ESM_128_dim_40,ESM_128_dim_41,ESM_128_dim_42,ESM_128_dim_43,ESM_128_dim_44,ESM_128_dim_45,ESM_128_dim_46,ESM_128_dim_47,ESM_128_dim_48,ESM_128_dim_49,ESM_128_dim_50,ESM_128_dim_51,ESM_128_dim_52,ESM_128_dim_53,ESM_128_dim_54,ESM_128_dim_55,ESM_128_dim_56,ESM_128_dim_57,ESM_128_dim_58,ESM_128_dim_59,ESM_128_dim_60,ESM_128_dim_61,ESM_128_dim_62,ESM_128_dim_63,ESM_128_dim_64,ESM_128_dim_65,ESM_128_dim_66,ESM_128_dim_67,ESM_128_dim_68,ESM_128_dim_69,ESM_128_dim_70,ESM_128_dim_71,ESM_128_dim_72,ESM_128_dim_73,ESM_128_dim_74,ESM_128_dim_75,ESM_128_dim_76,ESM_128_dim_77,ESM_128_dim_78,ESM_128_dim_79,ESM_128_dim_80,ESM_128_dim_81,ESM_128_dim_82,ESM_128_dim_83,ESM_128_dim_84,ESM_128_dim_85,ESM_128_dim_86,ESM_128_dim_87,ESM_128_dim_88,ESM_128_dim_89,ESM_128_dim_90,ESM_128_dim_91,ESM_128_dim_92,ESM_128_dim_93,ESM_128_dim_94,ESM_128_dim_95,ESM_128_dim_96,ESM_128_dim_97,ESM_128_dim_98,ESM_128_dim_99,ESM_128_dim_100,ESM_128_dim_101,ESM_128_dim_102,ESM_128_dim_103,ESM_128_dim_104,ESM_128_dim_105,ESM_128_dim_106,ESM_128_dim_107,ESM_128_dim_108,ESM_128_dim_109,ESM_128_dim_110,ESM_128_dim_111,ESM_128_dim_112,ESM_128_dim_113,ESM_128_dim_114,ESM_128_dim_115,ESM_128_dim_116,ESM_128_dim_117,ESM_128_dim_118,ESM_128_dim_119,ESM_128_dim_120,ESM_128_dim_121,ESM_128_dim_122,ESM_128_dim_123,ESM_128_dim_124,ESM_128_dim_125,ESM_128_dim_126,ESM_128_dim_127
Q9D1M4,-0.031960227,0.12311725,-0.06708042,0.0012231078,-0.019344825,0.117348,0.004453197,-0.032554902,0.043291345,-0.2782444,-0.009024773,-0.26867497,0.13372214,-0.17649435,-0.2607628,0.032928564,-0.18296984,0.023551108,-0.0024258047,0.06394296,-0.15858945,0.06124635,-0.04050964,-0.0029417947,-0.024738532,0.12645379,0.0314818,0.23290208,-0.040925734,-0.08214569,-0.061033025,-0.1480688,-0.02929367,-0.003743302,0.019681275,-0.030757748,0.053940788,0.11600261,0.05572598,0.36358184,-0.36338273,-0.21135506,0.07146412,0.27382475,-0.12152152,-0.07246678,0.018793106,-0.054394927,0.063074544,0.091383204,0.42813492,-0.17619039,-0.2587758,0.07887636,-0.108609505,-0.52031744,-0.020153277,-0.0569681,-0.31530628,-0.12772998,-0.004254332,0.025181115,-0.27644804,-0.25563812,0.13604444,-0.20897758,-0.020876795,-0.088869095,-0.013153143,-0.1074446,-0.056698196,-0.0023523234,-0.1340324,0.006312767,-0.02571389,-0.18691474,-0.09351719,-0.032106332,-0.23067479,0.031069152,-0.11170283,0.07037944,0.23805013,-0.24190773,0.17795348,-0.35125652,-0.022370748,-0.112547055,-0.026027713,-0.010720555,-0.06499599,0.08014746,-0.048198618,0.24284448,0.19946189,0.010709643,-0.3792149,0.010773376,-0.020721616,-0.0008070767,-0.03017772,-0.08586676,0.060439892,-0.44300178,-0.012141194,0.0032279165,0.218272,-0.05542025,0.032514952,0.09696528,0.03029995,-0.18128093,-0.05245629,-0.13240728,0.37317705,-0.016586239,0.043804903,0.10107422,0.0026628114,0.036471277,0.11059607,0.0683744,0.120424315,0.073945545,-0.16636911,-0.11266136,0.01544496,0.10473348
P01031,-0.11818829,0.31370598,-0.16176891,0.06850859,-0.06394328,-0.16257013,0.051524684,-0.034553032,-0.11342883,0.030699749,-0.060769517,-0.019396389,0.1053458,-0.007868137,0.013817802,-0.3005588,0.05300039,-0.094065905,0.19121866,0.0027213544,-0.12062018,0.019316882,-0.14492074,0.016544145,-0.16832858,-0.15044256,-0.1726331,0.22915117,-0.12222508,-0.06856518,-0.11463563,0.031841207,-0.35293505,0.05427939,0.15740013,0.019224297,-0.15055886,-0.112000845,-0.12100319,0.12848595,-0.13810606,0.16581835,-0.24231938,0.07091455,0.031672508,0.43873155,0.4035405,-0.28821328,0.020073153,-0.029334564,0.21736605,-0.004488305,-0.3380025,-0.18067613,-0.28310838,-0.29577234,0.32448313,0.34777966,-0.072068706,-0.098370075,0.051414452,0.05397711,-0.35797247,-0.18913205,-0.2941986,-0.39762896,0.33051965,0.032310642,0.22627683,0.0153873,0.27657244,-0.041755777,0.12666495,0.093933806,0.035773467,-0.095968045,-0.14593166,0.08252395,0.26496089,0.08307453,-0.108833805,0.22187582,-0.059916817,0.06778204,0.18256891,-0.22535315,0.07912955,0.22392939,-0.27548742,-0.2826909,0.2498584,0.050709978,-0.030448183,-0.18131544,0.2731956,0.14658728,0.24777335,0.08047311,-0.01539476,-0.0047148988,-0.08437181,0.13764869,-0.0045236796,-0.35563728,0.0034827925,0.023572214,0.32057297,-0.17563966,-0.0546463,0.11352052,-0.20132993,-0.27400133,-0.08160934,0.12766019,0.21003647,-0.03016433,0.07524489,0.044730682,0.116494596,0.007620778,0.030953545,-0.00015141221,0.020108849,0.048680305,-0.20211373,0.2876467,0.03926438,0.012283601
O35235,-0.13210958,-0.06311448,-0.14458218,-0.050273053,0.021635994,-0.009818334,0.16569906,0.014623554,0.021333573,-0.22918935,0.086472124,-0.19683911,0.28878915,-0.19253853,-0.1519407,-0.043350928,0.07143079,0.030797154,-0.011982352,0.0395493,-0.028478546,0.19194357,-0.22781971,0.08260612,-0.029098015,-0.08874445,0.017967608,0.26161247,0.00017747283,-0.16821906,0.04350289,0.013542798,0.07772981,-0.01924818,-0.05820092,-0.0043249913,-0.19287641,0.09827805,0.07659092,0.23969445,-0.22497961,0.023233052,-0.13168062,0.07831147,-0.054965705,-0.03559369,0.21191002,-0.00037624524,-0.015714874,-0.030043896,0.27821854,0.08638572,-0.20875765,-0.10393271,-0.18802235,-0.48406157,0.08158916,0.20143618,-0.18450753,-0.1363974,-0.047883555,0.038984448,-0.43904614,-0.060724605,-0.20806777,-0.1901788,-0.12033314,0.027443685,0.037653446,-0.18893619,-0.02872353,0.02264509,-0.019103538,0.115327105,-0.056015965,-0.17717928,0.07291031,-0.05154445,-0.20086102,-0.0010576621,0.008128494,0.010786008,-0.020340092,0.0046671573,0.051592477,-0.25256762,0.0032692896,0.044287458,-0.09092697,0.01629334,0.07561186,0.12067337,-0.05385948,0.053798318,0.018442301,0.18693441,-0.007001467,0.13779205,0.07404521,-0.16867271,0.021653913,-0.08065434,-0.06325466,-0.42830363,0.10229799,0.020692902,0.2047707,0.02862939,0.08359233,-0.07213199,0.033547685,-0.31517622,-0.088464946,-0.076389015,0.097186394,0.030573681,-0.11160502,-0.048570108,0.0031078309,-0.018489119,-0.14394543,0.01724971,-0.015854254,0.045576774,-0.044138223,0.113576874,0.056398816,0.06923857
Q06406,-0.08234233,-0.20972145,0.015273169,-0.0018599536,-0.04410916,-0.022467628,-0.21723239,0.15112431,0.20504338,0.027340975,0.15924227,-0.12034493,0.22462045,0.105754256,-0.06594254,-0.08307176,-0.02873417,0.07133369,-0.16460305,0.19197896,-0.24798578,0.016434938,-0.086045444,-0.12260678,0.07995891,0.07600422,0.18685094,0.15485089,-0.13589647,-0.026401341,-0.07653415,-0.02759191,-0.06441113,0.1736215,0.1293938,0.13710949,0.10138838,0.20296772,0.051926434,0.24673644,-0.065633476,0.053856637,-0.051741913,0.25278407,0.011290371,-0.24226706,0.24695607,0.23062213,-0.16561854,-0.17713399,0.30212173,-0.0181706,-0.1910273,0.02068204,-0.031990014,-0.23844023,0.035513353,0.10455878,-0.08893684,-0.0804632,-0.11970507,-0.1911477,-0.19005007,-0.067469575,0.19801947,-0.091496766,0.3158863,-0.2425398,-0.14005513,0.14096771,-0.08224552,0.07339507,0.14989156,0.21199885,0.17743897,0.07578095,0.08095594,0.22127956,-0.22347276,-0.21787703,-0.13416027,0.38443047,0.36565623,-0.03926486,0.42098254,-0.32039058,-0.039060764,-0.15219003,0.07262076,-0.12472941,0.119925015,-0.14312658,-0.08941526,0.08070795,0.29504627,-0.1759017,-0.48190236,0.36478293,0.05232903,-0.20275822,0.004895944,0.11355868,-0.037550636,-0.37898436,0.044768434,-0.012792986,0.23388366,0.2511322,0.09082391,-0.054993674,0.14175548,-0.2850497,-0.24588232,-0.036549136,0.26771206,0.1515038,0.07966454,-0.12633277,0.15234797,-0.015124474,0.36882553,-0.017798813,-0.17351624,0.08055401,0.0004639309,-0.16418117,0.41643277,0.39486784
O53580,0.012517683,-0.053296458,-0.2175211,-0.021455977,-0.02204039,-0.16430834,0.10668819,0.06912098,0.07817112,0.036231007,0.21041775,-0.32599238,0.17399132,0.10219212,-0.04305692,-0.26754725,-0.011776626,0.07218473,0.017800815,0.15101987,0.13358968,-0.09736285,0.074345395,-0.018212043,-0.0486109,-0.25360125,-0.17396392,-0.05844115,0.19561493,-0.103798665,0.12411215,0.17106868,0.13524503,-0.09503795,0.043898772,-0.17170559,0.0436975,-0.09026596,0.22041336,-0.060148068,0.0043172613,0.17020346,-0.08809455,0.13309138,0.32346413,0.026031591,-0.12004502,-0.013353472,0.1868751,-0.19577354,-0.0329104,-0.17535113,0.15529612,0.16339946,0.20273125,0.020072013,-0.03748265,0.02982814,0.28815237,0.09742235,0.18743205,0.1904312,-0.08033964,-0.07861007,-0.1907984,0.09747186,-0.014638089,0.0042878464,-0.17587076,0.24045046,-0.036177464,0.13078667,0.004824793,-0.04391092,0.09640688,0.41705868,0.08109465,0.20929003,0.6154965,-0.099686295,0.019408472,-0.097629316,-0.050948344,0.014884564,0.110900566,0.07291544,0.029014952,0.39087278,-0.37739226,-0.24913913,-0.029354127,0.24126263,0.08034127,-0.22632904,0.108071275,-0.016679622,-0.1640307,-0.03936194,0.10612613,-0.01819586,-0.07764994,-0.23542634,-0.16416124,0.21275267,-0.28929937,0.20496021,0.054653145,-0.0069083255,0.12413577,0.11497353,0.1391895,0.24645242,-0.024539828,0.2286152,0.18754199,-0.40467295,-0.10080175,-0.12630424,0.21864305,0.012843955,-0.075470455,0.3945667,0.16755763,-0.28753433,0.101242386,0.09453876,-0.123252995,0.29774734
P06243,-0.18439631,0.119389355,-0.09437522,0.046180785,0.03342973,-0.03975197,-0.02050995,0.15705186,0.07149904,-0.014280017,-0.34249988,-0.053872354,-0.010873906,0.11999594,-0.21008043,-0.14466244,-0.1820299,-0.14749545,-0.22962914,0.293055,-0.018902391,-0.20986062,0.1257253,0.21186599,-0.21893579,0.1999319,0.033019643,-0.06970011,0.20169944,-0.19127885,-0.04440953,-0.041498594,0.14227007,0.0052523427,0.13654703,-0.10850389,-0.103894785,-0.20767812,0.07298869,0.07350704,0.165972,-0.024841342,0.084296346,-0.09197602,-0.057272702,0.10201299,-0.13514476,-0.24288684,0.024248526,-0.0097114025,0.16106819,-0.051788665,-0.38858423,0.12071411,0.07559793,-0.13235748,-0.13438746,0.07308466,0.041090813,-0.074988484,0.1788361,0.33378327,-0.20433807,0.13562147,-0.18754688,0.054903727,-0.1553443,-0.43719345,-0.08519138,0.044989932,0.2940836,-0.093979865,0.058904424,0.242497,-0.009643869,0.032091815,-0.16758192,0.06713428,0.16192593,0.03338828,-0.093169644,0.0527575,0.023030337,0.2322471,0.25430325,-0.13407353,-0.013827053,0.18223022,0.002131408,-0.029216856,-0.06357066,0.06643068,0.0745626,-0.16947936,0.30291808,0.0392206,0.22307897,-0.13362788,-0.15312347,0.23664942,0.001674246,-0.022239313,-0.09965023,-0.14660248,0.06506327,0.31790403,0.01977927,0.15889747,-0.016188782,0.087526545,-0.12659092,-0.09823282,-0.033405066,-0.020037778,0.46857005,-0.35670587,-0.12407017,0.09908869,-0.012908712,0.1629815,-0.21901649,0.153462,-0.09456451,-0.13490245,-0.26063138,0.05189204,-0.20350447,0.186162
P28741,-0.17747495,0.12942335,-0.10507165,-0.18957265,-0.08987874,0.17882325,0.21795005,0.20027474,-0.32414314,0.002912227,0.09147677,0.038854823,0.0010587722,0.303581,-0.107511744,0.033284903,-0.30411917,-0.20816582,-0.22521569,0.21809506,0.05446249,-0.14465235,0.078123584,0.2883515,-0.03436061,-0.0019918643,-0.051140927,-0.104720265,0.35262442,0.20764163,0.04813954,0.037924953,-0.23989087,0.35450107,-0.13537356,0.09943268,0.040262207,-0.27494344,0.0560544,-0.23998308,0.12309564,-0.075570956,-0.0083847195,0.27666986,0.2619678,0.12910932,-0.2575418,0.11718226,0.30391768,0.025954232,0.04876252,-0.09500804,-0.09593754,-0.11768435,0.30409145,0.26570722,0.02431032,0.07652683,0.03266762,-0.05515701,-0.0049440935,-0.02213623,-0.05772253,0.2148319,-0.3218219,0.08312312,-0.24092272,-0.3017468,-0.10052864,0.10928814,0.05035273,-0.15787973,-0.21693614,0.21707614,0.2603428,-0.22000843,-0.40389216,-0.011866083,0.27909228,-0.27671432,-0.08748148,0.1745919,0.109826,-0.010830185,-0.10150749,0.20355904,0.44899273,0.24819146,0.22390938,0.12515697,0.14677867,0.066879414,-0.19971907,0.39671046,-0.1308242,0.3559264,0.13706225,-0.112052366,0.097079515,0.07460418,0.36559755,0.11607492,0.2836304,-0.054261886,0.3371958,0.3095973,-0.2610914,0.0010714214,-0.11597677,-0.22957891,0.18927422,-0.053622715,-0.10706036,-0.121384814,-0.27784574,0.08078812,0.005282011,0.012940515,-0.079857945,0.31381077,-0.1120593,0.26961213,-0.24834386,0.027412526,0.1079771,-0.1998478,-0.08528383,0.047728866
O43704,-0.13344847,-0.23894805,0.046821166,0.039877564,0.15895806,-0.2079105,-0.04040855,0.11154084,0.046180658,0.21019681,0.2880198,-0.34501025,-0.06988062,0.059625298,-0.13471055,-0.030312244,-0.1641504,0.22695576,-0.27912036,0.2622616,-0.41140363,0.022283241,-0.21518359,0.1501954,-0.018564451,-0.11083911,-0.11268556,0.058833443,0.1158981,0.12097347,0.14168432,-0.15164809,-0.07485754,-0.36374822,0.26542372,-0.030992743,-0.025580455,0.20593728,0.20252872,-0.031538054,0.25038567,0.24361998,-0.04130957,0.19377685,-0.23943925,0.00920929,0.0899161,0.25461495,0.02812089,-0.118429236,0.44923684,0.20646232,0.05793775,0.25723416,0.025629882,-0.059936326,0.17899463,0.06489841,0.0975989,-0.08441709,-0.036637176,-0.5980443,0.039939724,-0.09491446,-0.14966592,-0.16834638,0.04840002,-0.20864236,0.14427444,0.15173505,-0.17657703,0.23506384,-0.2762428,-0.0706929,0.22575611,-0.14861003,-0.0022539468,-0.06991895,-0.0051424615,-0.15383223,-0.24179213,0.0381008,0.1716244,-0.032402933,-0.08416217,0.016623586,0.018894896,0.09693168,0.18343316,-0.34038866,-0.10166412,0.16973284,0.114990376,-0.06795335,0.08518082,-0.061885208,-0.23185128,-0.04838285,0.042959,-0.3182583,0.06886339,-0.09466498,-0.03225927,-0.34460276,-0.16068783,0.121268295,0.0010414403,-0.049341805,0.16919398,0.14959908,0.15573269,-0.030936688,-0.025521997,-0.0097358,0.35508335,0.015376937,0.20711163,-0.15694012,0.236915,0.038604733,-0.15965632,0.049668062,-0.016760774,-0.06829336,0.11990383,-0.16204633,-0.019733042,0.21511668
O88470,0.080563396,-0.08278713,-0.22119763,0.24453373,-0.18821684,-0.14336292,0.03403163,0.04638166,-0.24003771,-0.17506213,-0.06651136,-0.05527594,0.17127816,-0.25219762,-0.17975584,0.02616854,0.1467789,0.12360093,0.01274167,0.38298073,-0.14583252,-0.023028139,0.039467633,0.009098403,-0.053665314,-0.0495769,0.09817025,0.41009948,0.17747381,-0.024936296,0.20009251,0.033471975,0.07422857,-0.3202898,-0.19652328,-0.15998249,-0.05606193,0.097525485,0.14703804,0.12397851,-0.010616891,-0.39152825,-0.19840968,0.14973958,-0.0668585,0.10002386,0.08941746,-0.30411136,-0.2581727,0.17532746,0.2660646,0.113661595,0.18806118,-0.05534344,-0.10178333,-0.27964368,0.12391476,-0.037106,-0.16695657,0.3743265,-0.04953132,0.19926912,-0.49490836,0.013134997,-0.039200723,-0.067528926,-0.10178863,0.1728102,-0.39318913,-0.42437166,-0.081521355,0.124171,-0.063852035,-0.13602401,-0.1572954,-0.086386405,0.27743143,0.18691474,-0.0964324,-0.13987343,0.08601606,-0.112927295,0.05435349,0.014459156,-0.010125123,-0.08919382,0.02951146,0.09601656,0.07919474,0.32623112,0.047392014,0.13431603,0.2556402,0.37275326,-0.16806728,0.21088463,0.012102097,0.08337659,0.5198598,0.032371864,0.14166588,-0.08049144,-0.056250818,-0.30501637,-0.15269557,0.0998783,-0.14874007,0.044728704,-0.3873293,-0.15999831,0.009466026,-0.37101555,0.13901241,-0.28913262,0.16389948,0.2447646,-0.16045737,0.1264722,-0.067721695,0.24120319,0.18266985,-0.215871,0.13082734,0.10420963,-0.10452112,0.10935977,0.1356915,-0.09651116
P03452,0.12189998,0.07922877,-0.018324103,-0.032063317,-0.016915217,0.03367446,-0.09769901,-0.1269158,-0.014084596,-0.4824136,-0.12631075,-0.09879721,0.3224666,0.0788067,-0.12051524,-0.06690747,-0.042589746,-0.24488974,-0.045408774,0.129892,-0.034848534,-0.017860714,-0.014308475,0.17644832,-0.33728668,-0.10642773,-0.14345528,0.30557102,0.14204824,-0.14593165,0.037531063,-0.026662264,-0.0035660546,-0.009298626,-0.05583962,-0.13616537,-0.2551874,-0.1930159,-0.02094423,0.2050814,-0.44475472,-0.098091125,0.15303122,-0.025222007,-0.080079764,-0.057107657,0.046619803,-0.12097821,0.16227648,-0.22919515,0.16583937,0.031044094,-0.37147236,0.035979446,0.03158682,-0.020379677,-0.15787588,0.09723511,-0.17635004,-0.08017683,0.1474373,0.039189003,-0.33422586,0.23675735,-0.1376234,-0.27722877,-0.004831128,-0.15633819,-0.07274006,-0.033522565,0.22911844,0.04539078,-0.091128744,0.09465177,-0.036079958,0.13626271,-0.04930312,-0.1732328,-0.07920255,0.09764313,0.10170609,0.06510392,-0.22568062,0.10021982,0.22281316,-0.05884727,0.0014356906,0.17172273,-0.019575778,-0.081930995,0.045285303,0.18658055,0.13137786,-0.02335383,0.1690749,-0.021278344,0.04923393,0.02238277,0.07624945,-0.045133673,-0.14046505,0.018124698,0.08382571,-0.54221064,-0.0505581,0.13667633,0.12176012,0.061920077,0.034774832,0.070904955,-0.3594817,-0.27267787,-0.16808309,-0.095082276,0.2443534,-0.0139514245,0.0409172,-0.10242045,0.14806977,0.10457413,-0.06594207,-0.16137895,0.14588873,0.1711826,-0.22716667,-0.047558118,-0.079868115,0.15864666
O13289,-0.062179174,0.12307389,-0.047027037,-0.05167357,-0.12029314,-0.021927152,-0.18851814,-0.11294228,-0.20007566,-0.21824639,-0.010874756,-0.25215548,0.2687413,-0.09798406,-0.09551556,-0.03348416,-0.09341921,-0.05297413,0.092493,0.09117228,-0.039424464,-0.061070714,-0.13058552,-0.035298675,-0.25926334,-0.15114352,0.028468248,0.278916,0.115232795,-0.106249936,-0.00237073,-0.060011957,0.016188817,-0.19788258,-0.08250136,0.033235896,-0.2022126,-0.15068597,0.11169944,0.2184309,-0.4097332,-0.031363863,0.12764154,0.11647308,-0.0063071623,-0.032910645,0.13473676,-0.26964757,0.18020254,0.032664742,0.27401534,-0.11330464,-0.2141218,-0.004300069,0.10664057,-0.22981088,-0.01024203,0.045865007,-0.046553325,-0.020081855,0.16477624,0.12466113,-0.3004894,-0.19340375,-0.15332076,-0.40071285,0.018291272,-0.1969943,-0.030170526,-0.15539397,0.15217887,0.07743059,-0.07768581,-0.055366322,-0.18662198,-0.30828714,0.02430414,0.058089085,0.19534284,0.14673463,0.032639086,-0.14357287,-0.07571164,-0.15176429,0.10208806,-0.24755299,0.021035802,0.25109407,-0.18734412,-0.12711132,0.06360782,0.3921821,0.25238147,0.124030724,0.14981176,0.2554245,-0.13943735,0.07461631,0.03964569,0.04663013,-0.1510576,-0.21857162,-0.10600128,-0.4937015,-0.068135776,-0.017716192,0.118609466,-0.11485796,0.043924473,0.050005723,-0.18746884,-0.23052126,-0.049675927,-0.048361298,0.35058922,-0.10136199,0.0048725307,0.020957258,0.044630833,0.20923558,-0.11016501,-0.14338815,0.15976956,0.032976218,0.0065088924,0.15871578,-0.21016124,0.15716833
P51881,-0.13439342,0.081455335,-0.030896924,0.009941812,-0.5166476,-0.23470333,-0.22515649,-0.020231243,0.37826204,0.28411368,-0.42885432,0.22809118,-0.28717273,0.04365188,-0.13170454,0.20298858,-0.107665196,0.47022954,-0.14254406,-0.27724934,-0.31109816,0.07633844,0.23768917,-0.09863767,-0.13651216,0.09879519,0.06602299,-0.33386573,0.48454896,-0.12913728,0.09884624,0.22594243,0.4125263,-0.23308913,0.5176559,-0.2847256,0.35281855,-0.15830702,-0.18361971,-0.21468571,-0.3483285,-0.31016922,-0.8296729,-0.22835018,-0.06818147,-0.019077953,0.0086867325,0.687295,-0.16195065,-0.33348843,-0.09631335,-0.16958383,0.15762001,-0.08014876,0.066117585,0.14096597,-0.17438473,-0.3943551,0.10691977,-0.33171415,-0.058519952,-0.21014097,0.30649748,0.22688983,-0.15856764,0.14507125,0.30042502,-0.24652791,0.25847983,0.3766525,-0.21367824,0.053056847,-0.19738685,-0.19433585,0.19846216,0.039327823,-0.54486775,0.37227294,0.15932119,-0.1740793,-0.26699477,0.013128243,-0.5116353,-0.051778004,0.24056941,0.29414764,-0.1782177,0.084142275,0.044283435,-0.042368814,0.31704396,-0.16039093,0.53171664,0.53634167,-0.18672636,0.03729689,-0.23547322,0.10926019,-0.1987272,-0.56694174,0.47898304,-0.2717018,-0.21142569,0.43147573,0.23539823,-0.3449851,0.050924547,-0.2770972,-0.0028709918,-0.3173784,0.27175105,0.3746935,0.20343098,-0.4066115,0.3633362,0.30711004,0.042596873,-0.3619484,0.037042987,0.38221875,0.13556005,-0.18516769,-0.12346591,-0.024099741,-0.1867306,-0.26219153,0.2871818,-0.1596779
A0A3Q8IFX2,-0.005314572,-0.016420793,-0.06724827,0.021233656,-0.014316872,-0.059439875,-0.008999594,0.023123285,-0.08650016,-0.3706214,0.061022267,-0.21514554,0.26083276,-0.08520385,-0.09414818,-0.011061199,0.0672161,0.0066592135,-0.018274091,0.09399456,-0.060427487,-0.046476323,0.003241905,-0.05058103,-0.087436095,-0.06234607,0.0614531,0.29928997,0.116217196,-0.097171746,0.04182568,-0.035928186,-0.05182959,-0.0051685497,0.027330637,-0.050526496,-0.06261955,0.21609376,0.09558943,0.19172916,-0.37972766,-0.19402176,0.018654041,0.13521619,-0.04583347,-0.32852829,0.039987538,-0.0360378,0.13329262,0.08060712,0.3292723,-0.019971061,-0.12217727,0.044372957,-0.013803339,-0.20997794,0.018257711,-0.032901168,-0.16650213,0.04009991,0.031936742,0.042418025,-0.23937067,0.067845464,-0.062790304,-0.24920359,0.09913975,-0.144838,-0.20319639,-0.0073012374,0.02864848,0.2850055,0.0028577317,0.09824674,0.021894217,-0.06005504,-0.057707068,0.097142346,-0.048090287,0.040355675,0.0149146095,-0.033729084,-0.120187744,0.020480169,0.23064691,-0.28376225,-0.16192435,-0.027044047,-0.086563624,-0.029534753,-0.0019024485,0.17838791,0.14662707,0.2370359,0.014956102,0.025276113,-0.18995383,0.052307222,0.050866213,-0.07956307,-0.0010934323,-0.08448653,0.06128346,-0.49303722,-0.05388706,0.040964082,0.16072626,0.019793935,-0.114736766,-0.02191827,0.055354923,-0.17300496,-0.10929598,-0.2516311,0.08351976,0.0009112507,-0.10649268,0.09441498,-0.018312175,0.08879536,-0.031680264,-0.11493756,0.18954395,-0.05210962,-0.102326915,-0.030587919,0.013568604,0.010225717
P0AG86,-0.31574297,-0.06643039,0.017798979,-0.07685406,0.062230643,-0.28920808,-0.059593692,0.3297617,0.099631056,0.08701457,0.112382874,-0.26378414,0.047567554,-0.06734994,-0.29729894,0.17866161,0.15983015,0.19377273,-0.071751535,-0.04331249,-0.31882712,0.014342725,0.13115734,-0.07596412,0.06821496,0.09493884,0.3621877,0.082683295,-0.027379043,-0.11317189,-0.061471537,-0.12012498,0.034907445,-0.18682301,0.21982476,-0.019390196,-0.0018800795,-0.066207,0.104916275,0.22133425,-0.15067701,0.022534847,-0.15378775,0.17035621,0.018755838,-0.30049044,0.20004322,-0.05963315,-0.02833342,0.0065021096,0.3634676,0.017931523,0.048399143,0.12876111,-0.01921397,-0.27652562,0.21936001,-0.15334101,-0.29892352,0.061568458,-0.034072664,-0.28479457,0.1705507,-0.29023454,0.071607836,-0.37654752,-0.10424576,-0.3319584,-0.062076762,0.1841371,0.0035591684,0.25488588,-0.15506795,-0.039109223,0.19816124,-0.15685636,0.06812162,0.1004514,-0.2242152,-0.10636464,-0.20529577,-0.22393337,-0.01664779,-0.15220721,0.25544214,-0.24705955,-0.060806256,-0.36179265,0.324636,-0.22576433,0.09466767,0.053352118,0.0085424185,0.33424318,-0.026705062,-0.1695341,-0.18529531,-0.040245082,-0.0048119947,-0.32311252,0.21033052,-0.13345774,-0.021169994,-0.41546595,0.015342336,-0.09442471,0.24661689,0.0029091816,0.021675061,-0.03996357,0.24833328,-0.23570725,0.017570913,-0.265117,0.31008506,-0.13056962,0.18855867,0.003822411,-0.048156727,-0.10683423,0.13813812,-0.2567868,0.057137135,0.08838069,0.26775315,-0.2783487,0.33492947,0.25810522
