accession_code,ProstT5_32_dim_0,ProstT5_32_dim_1,ProstT5_32_dim_2,ProstT5_32_dim_3,ProstT5_32_dim_4,ProstT5_32_dim_5,ProstT5_32_dim_6,ProstT5_32_dim_7,ProstT5_32_dim_8,ProstT5_32_dim_9,ProstT5_32_dim_10,ProstT5_32_dim_11,ProstT5_32_dim_12,ProstT5_32_dim_13,ProstT5_32_dim_14,ProstT5_32_dim_15,ProstT5_32_dim_16,ProstT5_32_dim_17,ProstT5_32_dim_18,ProstT5_32_dim_19,ProstT5_32_dim_20,ProstT5_32_dim_21,ProstT5_32_dim_22,ProstT5_32_dim_23,ProstT5_32_dim_24,ProstT5_32_dim_25,ProstT5_32_dim_26,ProstT5_32_dim_27,ProstT5_32_dim_28,ProstT5_32_dim_29,ProstT5_32_dim_30,ProstT5_32_dim_31
O76093,-0.055146605,0.4283269,0.2951889,-0.0051253047,0.12697574,0.06783848,-0.09392582,-0.023936667,0.25883666,0.68996286,0.32095584,-0.23856203,0.22635788,0.039079897,-0.0675804,0.01536946,-0.031227872,-0.013208322,-0.06688573,-0.34435853,-0.04590771,0.09476639,0.031657226,-0.28728616,0.17139275,-0.33416307,-0.19554439,-0.048826844,0.38492817,0.08370534,-0.2918689,0.00042264536
O70209,-0.02753219,-0.120122164,0.2636625,0.4439519,0.02684414,0.14843465,0.106451124,0.3521465,0.026979778,0.2336523,0.054266352,-0.1923391,0.0397176,-0.038162217,-0.00055453926,-0.05479446,0.22650298,0.106084995,-0.27700365,-0.20132914,0.14214905,0.09483749,0.053487163,-0.08651233,0.012746587,-0.18743014,0.061287664,-0.29372272,0.20307726,-0.17070277,0.23893997,0.2016192
O96013,-0.16040109,0.1699495,0.09255094,0.32957196,-0.21864052,0.04495489,0.48712593,-0.024427906,0.5472933,-0.14099893,-0.44112733,-0.33771276,-0.2917644,-0.07455613,-0.16923377,0.30531514,-0.21755968,0.44194704,0.062827185,0.19793992,0.3214968,0.13148926,-0.038995165,0.094958425,-0.60352486,-0.20798126,0.17318866,0.109643206,0.2524485,-0.001400759,0.2376711,-0.080295846
A0A4P8DY91,0.16494684,-0.004807897,-0.30804256,0.00032982044,-0.21602878,0.32649645,-0.34508777,-0.5827594,-0.02976133,-0.21162105,0.13667287,0.06908846,0.12454939,0.1539742,0.07459202,-0.04207799,0.017945684,0.011500008,0.12753147,-0.16516738,0.001507218,-0.20053777,-0.3071959,0.12560827,0.18624751,0.3289018,-0.14606029,0.02894631,0.032863922,0.081674196,0.021529283,0.056453776
Q00534,0.21841048,0.06600295,-0.25592455,0.29514575,0.1163574,0.2547415,-0.34401268,-0.17168853,0.03467828,-0.1416665,0.12952814,0.14926586,-0.011534542,0.065263726,-0.15778938,-0.120985895,0.1822955,0.21013606,0.19991028,-0.35659742,0.05969779,-0.23531191,-0.12537158,0.13807578,0.1508614,0.05232539,-0.20819691,-0.020015597,-0.03936959,-0.1097357,0.2194098,0.23653932
O43896,0.052179426,-0.025162682,-0.30795422,0.20010653,-0.0065144487,0.30950084,0.16363856,-0.27574188,0.3559468,-0.10148749,0.027878623,0.049971834,-0.21491964,0.16919556,0.10237094,-0.1042611,-0.080749094,0.37125048,0.3151014,0.18400852,-0.000959103,0.05359219,0.10070787,0.010639742,0.0633222,0.0968079,-0.15180454,0.15205663,0.009469017,-0.1328689,0.016729299,0.030844975
P0AG30,0.09967227,-0.09605619,-0.46259406,0.12580168,-0.032936767,0.14346632,-0.04219851,-0.50589544,0.10502696,-0.2356059,0.2549753,0.097748905,-0.110635504,0.30946854,0.2366105,-0.022331566,-0.051094115,0.05248578,0.41069084,0.01849702,-0.0006594891,0.01794009,-0.08703393,-0.16626407,0.102550566,0.2575927,-0.17308944,0.302308,0.081709445,-0.0696788,-0.14199254,-0.11845611
O15530,-0.0049167424,-0.03338626,-0.17697656,0.23592767,-0.021844607,0.46733955,-0.08497068,0.082234435,0.17781588,0.006333567,-0.067020595,0.10377872,-0.12809706,-0.06499772,-0.20582953,-0.11124116,0.15215555,0.4450756,0.2666745,-0.1689395,0.08932974,-0.18067428,-0.10214719,0.19199012,0.08237876,-0.020901231,-0.093921505,0.0014037043,0.050105754,-0.03383956,0.30684054,0.11092585
O75688,-0.0020381361,-0.0716078,-0.13707843,0.06831011,-0.12115885,0.32684144,0.11091536,-0.15034086,0.35910475,0.08315819,-0.026661258,-0.039357677,0.009480134,0.025603004,-0.02698024,-0.1348952,0.014730722,0.31194967,0.18426031,0.03206645,-0.019761808,-0.12702408,0.029276762,-0.04970385,0.12421353,-0.0175359,-0.14729312,0.15307987,0.04622662,0.06435237,0.027558718,-0.07275507
P0DPK2,-0.64351904,-0.2428805,0.20638083,0.42234796,-0.16077997,-0.3493131,0.018759936,-0.7038472,-0.012069768,0.08167017,0.6223014,0.08613038,-0.009413078,0.38500047,0.64971524,0.29564366,-0.016500607,0.27304387,0.43908292,-0.121918984,0.28028455,0.10242151,0.091613546,-0.13941176,-0.34991232,0.39484805,0.35349628,-0.13287827,0.14868249,-0.32267684,-0.16186687,0.45929816
O95235,-0.012034863,-0.16220999,-0.043006487,0.15866934,-0.23539968,0.41542634,0.08599661,-0.10771116,0.19097114,0.027443655,-0.09334205,-0.025255576,0.10231656,-0.08035965,-0.011778839,-0.17605469,0.1063999,0.22013316,0.11497921,-0.09389521,0.087117165,-0.28777176,-0.14542818,0.097033955,0.07668342,0.0073781107,-0.11593027,0.09278458,0.044165283,-0.0052059046,0.12475702,0.068395466
Q9Y6Q9,-0.005544126,-0.19175732,0.10655295,0.349508,-0.117959365,0.14782853,0.2314384,0.25275278,0.25252306,0.019016527,-0.37613854,-0.07515371,-0.10238139,-0.10706496,-0.04000505,-0.12747014,0.041731626,0.4202496,-0.33614203,0.06750813,0.11216892,-0.17728375,-0.039822657,0.14760384,-0.11803542,-0.057712704,-0.026842646,-0.1355587,0.102469474,-0.020608744,0.3393915,0.1677496
B9EHT4,0.025705859,-0.0421059,-0.046531416,0.2685586,-0.1359232,0.35786438,0.0790019,-0.08747081,0.47913077,0.013575211,0.019620929,-0.049007356,0.035491884,0.06456713,-0.23219118,0.22164814,0.16710505,0.39438087,0.20847684,-0.032183096,0.049399946,0.023873344,-0.17548335,-0.17858543,0.033107504,-0.08746328,0.079003595,-0.096298784,0.12256261,0.1614889,-0.00565527,-0.03538413
Q7WTU1,-0.0016143322,-0.061522692,-0.18540588,-0.00041972287,-0.57589173,0.393276,-0.4682678,-0.34602666,-0.19811825,0.06581372,0.15869923,-0.03988567,-0.14521769,-0.10129284,0.103106104,-0.0698597,0.044527978,0.095976114,0.2612341,-0.40274155,0.07635329,-0.16408095,-0.34243444,0.0473281,0.22435372,0.21555619,-0.19487071,0.4362626,0.16435307,0.13902415,-0.20236552,-0.011029009
Q8IZU0,-0.09630934,0.0652262,0.68325245,0.14561328,0.056802135,-0.2743805,0.7106568,-0.21651322,-0.20999193,0.13831814,0.12527478,0.048080564,-0.18868715,-0.13667771,0.14418563,-0.23489967,0.30295223,-0.20290643,-0.6700343,-0.012669846,0.0030702902,-0.042569056,0.48159432,0.30753744,-0.15470767,-0.021496957,0.054368846,0.4229288,0.1348643,-0.40722293,0.061601665,0.39342624
P30041,0.1611877,0.13316023,-1.2598932e-05,0.06611853,-0.1351651,0.16802573,-0.49870887,-0.37859705,-0.06573004,0.08731589,0.21569864,-0.077180326,0.14102292,0.14674664,0.048401587,0.06123972,-0.1637335,-0.06071242,0.2908448,-0.55428797,0.08930143,-0.18379593,-0.39980763,0.056567438,0.09918171,0.042375818,-0.251708,0.12112056,0.23919743,0.14525023,-0.17069258,0.06520994
P01236,0.11182509,0.106208295,0.432517,0.116786815,-0.12058483,0.07704951,-0.51519287,-0.5978475,0.22156106,-0.033992752,0.029259104,0.1568433,0.5137782,-0.46432206,-0.18303744,-0.19927049,0.14610101,-0.5269556,0.018535376,-0.1862729,0.2532504,-0.46794647,-0.043451067,0.09614336,0.43602312,0.0027274434,0.06070622,0.14555591,0.13868654,0.10545314,-0.31327155,0.29984006
O60684,0.30961806,-0.052469015,-0.41289333,0.1384537,-0.045195762,0.27261573,-0.12570244,-0.6808218,0.298431,-0.36040998,0.056985337,0.16780043,0.13140061,-0.10024209,-0.11906259,-0.106034756,0.22850826,0.22909006,-0.008393347,0.43595898,-0.26133958,-0.053944558,-0.09816486,0.00511685,0.44250983,0.32086313,0.07193339,0.027095795,-0.25927228,0.16519006,-0.045749296,-0.034736384
P04397,-0.0012477785,-0.12911606,-0.32512307,-0.10289001,-0.38168693,0.54603887,-0.3481096,-0.27372298,0.03137917,0.08835831,-0.039869722,0.08238822,-0.023957819,0.0047909096,0.07681679,-0.10753256,-0.0833523,0.030362226,0.23286203,-0.21957366,0.11619418,-0.17376068,-0.2189878,0.105804294,0.1600471,0.20917958,-0.1922861,0.25256437,0.11966568,0.06106035,-0.098792896,-0.09622134
O95760,-0.064402044,0.053731754,0.314642,0.013458213,0.05758069,-0.017575484,-0.060234234,0.47003382,0.13499174,0.48779768,-0.0421531,-0.3014097,0.28754294,-0.025720395,-0.19618267,-0.23948818,0.3266587,0.19392456,-0.41149098,-0.50876564,-0.13367061,-0.37667507,0.17201982,-0.18342273,-0.027615443,-0.2589925,-0.32591438,-0.024430007,0.19588006,0.31430215,0.17627987,-0.10871194
Q9HI69,0.040393665,0.036984675,-0.019137941,-0.009445192,-0.4038274,0.11261305,-0.39608938,-0.35628584,-0.17574823,0.2872361,0.41058362,-0.2445218,-0.10741958,0.0014669597,0.035480827,0.0005759597,-0.0042112023,0.17531534,0.26344585,-0.30627835,-0.18797973,-0.04637745,-0.3487497,-0.1817048,0.22604986,0.12236211,-0.25277516,0.4932755,0.21293202,0.30510238,-0.48050508,-0.18413022
P19880,0.070134595,-0.34076038,0.023965485,0.16789657,0.08131175,-0.100357756,0.6578896,0.41888428,-0.14879294,-0.08276823,-0.51576364,-0.47410053,-0.23128404,-0.061444063,0.07011392,-0.064326495,0.0037703365,-0.011828303,-0.679318,0.33411497,0.08465188,0.04605575,0.051660325,0.29804903,-0.3637127,-0.036332034,0.11856725,0.10727194,0.018374525,-0.23816828,0.5686501,-0.22851574
Q05128,-0.57272106,0.2762497,0.37811992,-0.26807344,0.17231934,-0.10211959,-0.40470845,0.9938467,0.017614149,0.4871322,-0.063104644,-0.18722221,0.07264423,-0.15826967,-0.20958984,0.0038383454,0.42516422,0.015959803,-0.0119639635,-0.75399,-0.08714856,-0.5095693,0.20268762,-0.16836916,0.19021459,-0.1674498,-0.26299152,-0.10597211,0.5992677,0.5131889,0.5407251,-0.4865094
P00803,-0.10264727,0.14783613,0.16887173,0.014089784,-0.07936944,0.22379312,-0.31164554,-0.035915174,0.14769548,0.3717288,0.07266006,-0.069996655,0.12925458,-0.008244567,0.015837274,-0.1769397,-0.18163912,-0.039284326,0.16663945,-0.41654754,0.13173144,-0.24197537,-0.09201819,0.06687543,0.1329263,-0.053921714,-0.30062985,0.021015882,0.33634448,0.05962165,-0.017300356,0.100045085
P50570,0.15310504,-0.13028629,-0.37585387,0.20034935,0.07182349,0.027256288,0.14073476,-0.6748522,0.3066835,-0.36815256,0.31960163,0.14398694,-0.027790025,0.2673299,0.23925751,0.031544685,0.09494439,0.22081587,0.28669116,0.47697663,-0.2524281,0.13196684,0.0044615828,-0.32552916,0.31143224,0.33580902,0.075198025,0.13333265,-0.05102683,0.09637814,-0.22308144,-0.17770995
P04351,0.0032860488,0.043815896,0.6378237,0.24715805,0.029336955,-0.06684017,-0.16003342,-0.3309408,0.24095751,0.14366812,-0.0033450536,0.12694032,0.4637636,-0.5054038,-0.1529734,-0.3626503,0.25986412,-0.54122496,-0.10949883,-0.27999508,0.34543765,-0.4151665,0.29247963,0.10094637,0.23126115,-0.2427353,-0.045720033,0.35439909,0.18193218,-0.12124345,-0.30833337,0.4430566
Q96D03,-0.35153115,0.27006263,0.44832507,-0.15850408,0.30206284,-0.32340637,-0.18258119,0.74838173,-0.068763286,0.40228248,0.11382046,-0.29001993,0.20150656,-0.0712504,-0.17521897,-0.23086417,0.5649375,0.12089914,-0.1088804,-0.60766304,-0.31703225,-0.5879761,0.36536404,-0.2093737,0.2530905,-0.14198802,-0.41740924,0.043239735,0.4572087,0.4581675,0.49543658,-0.3362565
P14868,-0.030156553,-0.13643487,-0.3029175,-0.035849556,-0.18401732,0.2987448,0.002556324,-0.34211853,0.24746433,0.057618976,0.051558245,0.012849756,0.026902914,0.24845001,0.23683149,-0.03632632,-0.14110963,0.064155824,0.24357581,-0.014316022,0.07167699,-0.07463442,-0.08418116,-0.12908597,0.030228943,0.16160348,-0.18373296,0.20984423,0.14252976,0.0017044493,-0.20476386,-0.118798435
P01210,-0.13652325,-0.41174024,0.38078514,0.36918524,0.079102695,-0.034401577,0.39604145,0.34888446,-0.31140694,0.17792854,-0.06661101,-0.064565614,-0.033322692,-0.11772435,0.22131327,-0.16811922,0.30500722,-0.21611285,-0.64181626,0.03287685,0.16842629,0.14166437,0.23176974,0.21430825,0.023904592,0.032752074,0.18347141,-0.118915856,0.22093138,-0.45969945,0.3743017,0.31728178
P03126,-0.16048236,0.34304923,0.5023012,0.057969533,0.31747717,-0.22844681,-0.21347177,0.55992687,0.0058049085,0.370723,0.24455144,-0.22503304,0.16341114,-0.03626657,-0.22103894,-0.13535729,0.4529698,0.08726441,-0.012535587,-0.60671383,-0.1998493,-0.43816614,0.24292734,-0.20901506,0.32492995,-0.20584251,-0.35887495,-0.046897337,0.45689625,0.2961716,0.34363148,-0.11014919
Q9BQB6,0.3514694,0.11295426,-0.021950938,0.19799128,0.13053937,-0.044134885,-0.29495192,-0.8772918,-0.03919657,-0.19840771,0.39465654,-0.09399207,0.46047175,-0.04602308,-0.1500483,-0.10377243,0.1724485,-0.008414283,0.18651596,-0.021511972,-0.22125845,-0.094625436,-0.18865578,0.055842802,0.26809633,0.11000658,-0.045583375,0.17763183,-0.13216424,0.15880671,-0.22665732,0.11722322
Q96LK0,0.16265593,0.13800928,0.47996357,0.20170037,0.19456156,-0.013292268,-0.14209218,0.090152524,-0.013233286,0.12946862,0.20144852,-0.19648993,0.3477984,-0.022110656,-0.10569809,-0.1687932,0.21683063,-0.049040817,-0.12303915,-0.32658666,-0.11528557,-0.32715714,0.025558222,-0.05547078,0.37804836,-0.08917076,-0.21951953,-0.15177044,0.22130096,0.12837647,0.14808759,0.16061617
P06702,0.28058887,0.026042007,0.28858942,0.3655712,0.26557204,-0.02457472,0.011435866,-0.38017434,-0.16229643,0.030784711,0.4641045,-0.22038396,0.39105618,0.06702628,-0.04194524,-0.123500735,0.16690668,0.06052699,0.16616973,-0.2690897,-0.11832287,-0.119796574,-0.11489922,0.092369676,0.20998307,-0.12744983,-0.12375703,-0.008175671,-0.035214476,-0.1361259,-0.025811795,0.33543408
Q3UVR3,-0.058565103,0.012533456,-0.1146921,0.22993642,-0.06540455,0.36732274,0.31101972,0.06034171,0.3769085,-0.06784299,-0.19112661,-0.12755798,-0.20351046,0.023054503,-0.2284944,0.07441671,0.03748271,0.5575485,0.23676705,0.14192906,0.050173517,0.07140948,-0.016705144,0.10676256,-0.114807874,-0.06756837,-0.009998716,0.062904075,0.17279646,0.060603287,0.3427385,-0.120906726
P02359,-0.25285888,-0.014645085,0.074389175,0.35682845,-0.12186457,-0.29612213,-0.07997473,-0.6438427,0.034882013,0.037124842,0.46896705,-0.07198721,0.13164628,0.016175397,0.3250977,-0.04427588,0.09284629,0.16899863,0.5030443,-0.22695218,0.101441465,-0.089759566,-0.07503626,-0.19715528,-0.077455014,0.048835687,0.031025968,0.32110286,0.14084697,-0.05696397,-0.30862868,0.26389217
P15891,-0.0888371,-0.26827353,0.18897414,0.43264496,-0.19622476,-0.08982204,0.5199044,0.22386718,0.0843612,-0.16102073,-0.46420765,-0.29418647,-0.33577228,-0.09916844,0.16780144,0.16290632,-0.09293838,0.12770793,-0.49707845,0.26680267,0.32415304,0.096693024,-0.08122538,0.23735589,-0.40760803,0.017235229,0.33433175,-0.11266327,0.13103205,-0.26070058,0.48428515,0.04825626
P62263,-0.17131682,-0.18199956,0.21380231,0.22919923,-0.2658981,-0.4218932,-0.30681443,-0.43159828,0.20757326,0.14410931,0.38704935,-0.15574297,0.14465982,0.23681644,0.35165718,0.27016369,-0.016366765,0.11496707,0.2844844,-0.24697615,0.08329987,-0.22253832,-0.20597741,-0.6119031,-0.08166452,0.11491103,0.1387438,0.09320479,0.22439656,0.28968573,-0.62093526,-0.040804297
Q04602,-0.087764524,0.14956474,0.06997298,0.110441186,-0.2700427,0.047420956,0.25282198,-0.26753476,0.34736636,-0.17425859,-0.46041217,0.007797055,-0.2051198,-0.41677877,-0.0733434,-0.19609421,0.0020032823,0.25166103,-0.15063916,0.20031969,0.21830362,-0.3077427,0.10171512,0.23747507,-0.1076145,-0.07533997,0.06926435,0.44435063,0.09894825,0.018157104,0.17426237,0.085538626
Q8R010,0.007878587,-0.15019599,0.29041237,0.25519085,-0.14724232,0.22782624,-0.004100576,-0.12437525,0.12013822,0.05181327,0.026390467,-0.059616305,0.28216138,-0.08928312,0.10492364,-0.1297158,0.110361174,-0.050211072,-0.055243045,-0.0895385,0.11924542,-0.2649408,-0.13576365,0.003219515,0.21921028,0.03429848,0.021883734,-0.15883535,0.14282703,-0.013265362,0.040389407,0.23020104
P04696,0.15821622,-0.010627478,-0.32699788,0.18439856,0.1578118,0.009029619,0.0017801821,-0.6785721,0.065017626,-0.3511902,0.40631777,0.0723573,0.053295523,0.32639924,0.20684257,-0.009692386,0.0066554397,0.05158671,0.39163256,0.13864051,-0.1259777,0.077144146,-0.083464086,-0.12904583,0.20330448,0.28512168,-0.06706814,0.14088884,0.050419956,-0.018975934,-0.0613471,-0.05619071
P04385,-0.037887692,-0.1243784,0.069733255,-0.11333244,-0.47653675,0.49689677,-0.4429524,-0.142955,-0.029049654,0.18428138,-0.09585713,0.067042395,0.123555064,-0.21779492,-0.010573529,-0.15268448,-0.036664233,-0.08372358,0.08861908,-0.3711856,0.13150208,-0.34740466,-0.36922878,0.15027973,0.31767154,0.1276477,-0.14117151,0.22011927,0.27652493,0.2825921,-0.059522282,-0.084959924
O75795,-0.010168895,-0.13462847,-0.28310814,-0.043209918,-0.26127204,0.4738107,-0.2565663,-0.43423802,-0.071398556,-0.109519854,0.029478524,0.12863694,0.09410921,-0.041398697,0.16991323,-0.25512043,-0.08070037,-0.0036366805,0.28399006,-0.09687492,0.08217313,-0.25573403,-0.19055182,0.26542857,0.2324268,0.29915044,-0.12352336,0.12855874,0.013486445,-0.04509961,0.15241306,0.021243203
P0DJD3,-0.24836145,0.08525164,0.040066153,-0.09716767,-0.15199612,-0.26266778,0.29439005,0.48277152,0.1706182,-0.06630775,-0.5889295,-0.47121492,-0.26574713,0.037969656,0.15406966,0.111305475,-0.0842094,0.048508056,-0.69391793,-0.036871187,0.25983664,-0.31430915,0.19184728,-0.08957744,-0.5902336,-0.07025833,0.022632934,-0.017426074,0.16672677,0.06594456,0.5263181,-0.38219675
Q21921,-0.019551784,-0.0647119,-0.0353126,0.20845184,-0.12817849,0.3226258,0.31758738,-0.13724887,0.28017506,-0.0494141,0.0030250289,-0.10622577,-0.019334689,-0.021807045,-0.076384425,-0.08573307,0.11081444,0.36884183,0.254699,0.07933545,0.001442994,-0.09955057,-0.042656865,0.027492583,0.07906003,-0.044971764,-0.0795686,0.17170255,0.0884358,0.004127125,0.18682477,-0.040791437
P09446,0.15340371,-0.18994975,-0.79614705,0.20189746,0.08061434,0.1204308,-0.032387793,-0.27976963,0.3388988,-0.14502224,0.1405714,0.30253145,-0.52387524,0.34174892,0.1218478,-0.12064621,0.0054404736,0.30389905,0.37558198,0.22874682,-0.07338373,-0.015592091,0.17835373,-0.34104025,0.040938452,0.24875516,-0.30771074,0.47374943,-0.08230094,-0.17815802,-0.2533152,-0.26276293
P98175,0.18171562,-0.114018455,0.14896786,0.52480316,-0.07811399,-0.07708707,0.51276106,0.21015161,0.2580924,-0.13532281,-0.35661048,-0.4539399,-0.16623406,-0.17358601,-0.19601709,0.08151765,0.07231432,0.43797636,-0.21615562,0.14009131,0.0833881,0.04526113,-0.10311207,0.1025905,-0.2855283,-0.30032316,0.060017295,0.077874064,0.045332216,-0.05981252,0.30312106,0.03893566
P25788,-0.071209304,-0.07347283,0.037894532,0.031791873,-0.27566418,0.085820645,-0.188869,-0.32891932,-0.010906954,0.15514643,0.1343292,-0.17159896,0.17351425,0.07529146,0.23610914,-0.2524335,-0.11138679,0.06968492,0.20551232,-0.38930333,0.056111526,-0.3206645,-0.14281087,0.04487554,-0.08815479,0.10541385,-0.3397572,0.26981118,0.13919613,0.104846574,-0.16064554,0.12482719
Q8CPQ1,-0.10211399,0.095888466,0.09842559,0.07562923,-0.16877411,-0.01028638,0.683833,0.11384829,0.3054419,0.054443844,-0.3168289,-0.5957227,-0.12127,-0.007475503,-0.10333461,0.14380157,-0.09570651,0.24445644,-0.13248177,0.12332268,0.14788,0.1330932,-0.046645004,-0.0021689236,-0.41781557,-0.28845584,-0.04228557,0.32896644,0.35866246,0.08949412,0.26010415,-0.33079496
O75815,-0.2964278,-0.030670166,0.11620786,0.17267337,0.06932266,0.028301612,0.3896132,0.53335685,0.23489214,0.15876853,-0.34368595,-0.36341313,-0.12445792,-0.12567112,-0.11458215,0.11481005,-0.03755839,0.38841566,-0.08108178,0.13144211,0.13022244,0.09957813,0.031581666,0.062632196,-0.23606636,-0.22735032,0.118334346,-0.0756049,0.33626384,0.087961756,0.553715,-0.31209695
P25539,0.0041813105,-0.066575125,-0.18090853,-0.0052405763,-0.46226174,0.3236784,-0.39154324,-0.34712014,-0.06914604,0.078106284,0.0804044,-0.03940235,-0.028429165,0.06710463,0.19151425,-0.06046745,-0.0660703,0.052448995,0.21497682,-0.44016683,0.13111001,-0.22777933,-0.3198626,0.039504036,0.05018133,0.17840809,-0.25646618,0.30085972,0.17266935,0.09704126,-0.20420513,0.065045804
Q8WYB5,-0.055662215,-0.07415064,0.19797364,0.41463763,-0.058974985,0.056336336,0.34934974,0.26818407,0.32616624,-0.015800923,-0.2561922,-0.23685592,-0.0949206,-0.12869674,-0.13910043,0.08271861,0.06992884,0.45252192,-0.07383094,0.07563496,0.114495374,-0.017021596,-0.08064762,0.05031877,-0.11155327,-0.18886784,0.09850749,-0.10699895,0.19993025,0.03927427,0.38683227,0.012558501
Q96UT6,-0.025655895,0.19775428,0.15259548,0.117677696,-0.1699554,0.007685721,-0.6668149,-0.44702148,-0.1462698,0.14058372,0.34566683,0.010521069,0.09328112,-0.098638706,-0.0033519343,0.0051419735,-0.11696324,-0.08336189,0.45308208,-0.54518527,0.109606095,-0.19144125,-0.38456044,0.039271846,0.28898764,0.06525673,-0.15518746,0.30590075,0.36059618,0.16021349,-0.24981672,0.12212819
A0A0H3C985,-0.050989553,-0.102185726,-0.30961546,-0.06719518,-0.36769173,0.34403148,-0.19108425,-0.6185144,-0.034062173,-0.010771662,0.316861,0.015595138,-0.028654933,0.087762125,0.18479064,0.07794381,-0.009086028,0.09943785,0.33754802,0.086942226,-0.07391966,0.11626612,-0.3126016,-0.08613931,0.30979598,0.34931636,0.054125756,0.28895733,0.14870447,0.1503707,-0.26546586,-0.22600554
Q06449,0.083671704,-0.13439369,0.24089155,0.6796961,-0.08148788,-0.038257748,0.15110222,0.25113207,0.14627646,0.09300694,-0.11045428,-0.25957936,-0.121982545,-0.2007274,-0.03461144,0.054451473,0.24011901,0.30289543,-0.2578644,-0.1632975,0.23914479,0.09497821,0.08214398,-0.031745657,-0.14665852,-0.3140466,0.15126899,-0.15246668,0.026847081,-0.28376558,0.1523053,0.37061903
O02372,-0.017087951,0.18241313,0.48145136,0.17038599,0.058255967,-0.08441524,-0.525238,-0.36872438,0.0060500903,0.08609976,0.20112829,0.046274856,0.39660132,-0.19706231,-0.14133531,-0.23349771,0.04223126,-0.37541527,0.25364363,-0.47649324,0.24510567,-0.4825334,-0.07937549,0.1713204,0.30416203,-0.015722359,-0.22644112,0.17889234,0.3925734,0.033547956,-0.083525196,0.3320078
P08237,-0.07287562,-0.1619994,-0.40302154,-0.05631668,-0.3272946,0.3690134,-0.15035659,-0.46707317,0.15762424,0.072682604,0.2130238,0.09885976,-0.1537798,-0.0052509084,0.090161555,0.0050469637,0.011195973,0.21494645,0.40509158,0.21236973,-0.08364231,0.115761,-0.1282782,-0.19565694,0.3122958,0.2843088,0.023863006,0.45393744,0.083893284,0.14022376,-0.3785384,-0.3108117
Q9URB4,0.13549988,-0.07417908,-0.09434522,-0.07642274,-0.4847507,0.27177754,-0.38916293,-0.64148307,-0.039842825,-0.0066647306,0.330961,-0.04471095,0.08163571,-0.07631552,-0.14224803,0.106952794,0.21994904,0.04185667,0.081802145,0.06953476,-0.26342458,0.012566254,-0.4600075,-0.22981231,0.46308595,0.31480715,0.05515988,0.36271438,0.1781227,0.49315044,-0.5155868,-0.29505688
Q05086,-0.18368201,-0.043785542,0.3878471,0.025246462,0.0896014,0.022630751,-0.03954885,0.5847449,0.13522111,0.18725161,-0.05811673,-0.074636474,0.087123096,-0.26054677,-0.16575843,-0.1952965,0.35634,0.2143403,0.07727146,-0.29919568,-0.16652812,-0.5425199,0.13380727,-0.024998054,0.4963181,-0.113693334,-0.15885279,-0.029163614,0.2780351,0.36598223,0.5487287,-0.25334263
O14788,-0.09382717,0.00013384223,0.43265375,0.10572254,-0.1106015,0.11966854,0.1393598,0.054593123,0.2244134,0.45808345,-0.06076483,-0.1323855,0.20083618,-0.04781855,0.07006354,-0.31370458,0.005633667,-0.049702145,-0.40840104,-0.24346502,0.10995125,-0.18418019,0.17338744,-0.016065136,-0.09938098,-0.16837282,-0.22736552,-0.017395183,0.25920832,-0.0061213127,-0.085915655,0.2604599
Q6ZNA4,-0.07784371,-0.23990291,-0.01263123,0.07557369,0.070160225,-0.17569771,0.68051094,0.47673923,-0.06707946,-0.101612866,-0.6410259,-0.5541991,-0.2465266,-0.18750799,0.025713325,0.04521279,-0.11094366,0.031552628,-0.55874026,0.3081988,0.11261114,-0.0077286586,0.045236643,0.2791513,-0.5774615,-0.13333388,0.20451951,0.17648306,-0.055275247,-0.15052228,0.5892881,-0.41020378
P12530,-0.17918399,-0.07007927,0.053678397,-0.14045003,-0.07223785,0.37028527,-0.25817776,-0.14101426,0.069580205,0.31443292,0.13426922,0.1539694,0.17511183,-0.1311256,-0.028670147,-0.041660383,-0.20458199,-0.07615159,0.45251316,-0.07476074,0.039195955,-0.09646621,-0.25414455,0.024058022,0.45905983,0.08757555,0.024319805,0.17441928,0.37657636,0.17663833,-0.07160094,-0.289708
P14921,0.12145008,-0.07322094,0.24004245,0.4299822,0.011783835,0.06775446,0.4646616,0.19774714,0.1942926,0.029319026,-0.011145819,-0.3840287,0.08492455,-0.1782375,-0.22249213,0.017959207,0.286597,0.3799436,-0.014204234,-0.030233592,-0.04364815,-0.0063863844,-0.08508816,-0.04573989,0.034604207,-0.34004912,0.011807717,0.07653852,0.080614656,0.045580488,0.24730149,-0.035885144
P0A7W7,-0.042837933,-0.03249432,0.13935024,0.12071132,-0.13803585,-0.3110871,-0.39656112,-0.48074326,-0.03605855,0.22266507,0.38586995,-0.22929762,0.20601007,0.24898213,0.26036435,0.0057745725,-0.092636615,0.14788586,0.30379224,-0.48438257,-0.032127015,-0.23871395,-0.23801419,-0.21469651,-0.14537163,0.08642937,-0.22356212,0.284312,0.1999202,0.27062273,-0.51727325,0.116440475
