accession_code,ESM_32_dim_0,ESM_32_dim_1,ESM_32_dim_2,ESM_32_dim_3,ESM_32_dim_4,ESM_32_dim_5,ESM_32_dim_6,ESM_32_dim_7,ESM_32_dim_8,ESM_32_dim_9,ESM_32_dim_10,ESM_32_dim_11,ESM_32_dim_12,ESM_32_dim_13,ESM_32_dim_14,ESM_32_dim_15,ESM_32_dim_16,ESM_32_dim_17,ESM_32_dim_18,ESM_32_dim_19,ESM_32_dim_20,ESM_32_dim_21,ESM_32_dim_22,ESM_32_dim_23,ESM_32_dim_24,ESM_32_dim_25,ESM_32_dim_26,ESM_32_dim_27,ESM_32_dim_28,ESM_32_dim_29,ESM_32_dim_30,ESM_32_dim_31
Q15797,0.74087,0.18785132,-0.06246211,0.36435124,0.02228617,0.045286916,-0.06344536,-0.03697555,-0.056502722,0.0692015,-0.049403585,-0.011546448,-0.11681098,0.4067696,0.011293396,0.120329514,-0.22391823,0.035579715,-0.6494646,-0.21405205,0.09759243,-0.16175295,-0.21893746,0.06758796,-0.038664043,0.23782274,0.30967766,0.14781858,-0.25172007,0.052101776,-0.075146884,0.45061362
Q92731,0.945661,0.094723925,-0.083978236,0.3005679,0.054274388,0.20167893,0.04168968,-0.14955132,-0.032143995,0.13187426,0.08086702,-0.018596515,-0.14245367,0.29894984,0.029044949,0.00410828,-0.18527938,0.06719743,-0.50626874,-0.18929902,0.068494305,-0.24698873,-0.20997678,0.11970873,-0.14843428,0.06260979,0.04190351,0.025998592,0.05122903,0.1613545,0.0692064,0.45086497
Q00610,0.7297044,-0.59771687,-0.24815628,-0.18567625,-0.34723663,0.15846407,-0.048133716,0.07587889,-0.046463802,-0.0872266,0.048313126,0.05818364,-0.1317879,-0.008023202,-0.03465668,-0.037295327,-0.14127333,-0.07876822,-0.26727045,0.2517148,0.08054848,-0.1337482,-0.20092055,-0.1474027,-0.026630223,0.2711308,-0.003285706,0.24363884,-0.18908842,-0.16383527,-0.0839476,0.1726235
O95998,-0.35209104,0.29517654,-0.26844677,0.7582994,-0.29485264,-0.05738598,-0.13946399,-0.007876676,-0.5756251,0.3963218,-0.2677354,-0.10433367,-0.34522033,0.18536241,0.057704505,-0.5995094,-0.21522352,-0.05728695,-0.5104252,-0.47239318,-0.420892,-0.07894727,0.18972786,0.5781683,0.3316604,0.2475309,0.2010197,0.45139778,-0.25419906,-0.68908983,0.33000404,0.44912022
O96018,0.46063036,-0.12034793,-0.33743334,0.6021844,-0.08489405,0.020995073,-0.04811849,-0.23732366,-0.056972086,0.1921925,0.055360124,-0.3379788,-0.1507137,0.71667933,0.44988063,0.088442855,-0.28734586,-0.1315004,-0.4602279,-0.17790964,-0.03338924,-0.010515839,0.067349926,0.21627377,0.14502892,0.2529128,0.13041723,0.4335727,0.042677358,-0.17621674,0.010378301,0.4414633
Q96L73,0.556082,0.0355054,0.14996074,0.6325226,0.060007595,0.26219308,0.120412186,-0.052157827,-0.10462806,0.35248706,0.079299115,-0.04635255,0.15724131,0.5358174,-0.10810884,0.34828848,-0.16485965,-0.26258287,-0.4785334,-0.09931942,0.027441084,-0.10007803,-0.2942399,-0.08594805,-0.009119004,0.031924848,0.3913604,-0.15258417,-0.19965169,0.11509563,0.019127786,0.34397382
P05090,-0.10778031,0.46232247,0.037542034,0.0886917,0.13988721,-0.24066675,-0.21917443,0.52646947,0.088513836,0.17682168,-0.14872861,0.06088645,0.025228575,-0.67271656,-0.09352621,-0.32488567,0.14599606,-0.09495039,-0.58944,-0.07677766,0.013819762,-0.27708945,0.08771375,-0.18502462,-0.0034575462,0.104842365,0.08027238,0.271509,-0.27307642,0.16711922,0.089353785,0.31382436
O15371,0.926536,0.17454866,0.015792292,-0.04757134,0.026515849,-0.07571149,-0.037422024,-0.08762485,0.07321237,-0.0075469837,0.025646858,0.0247792,-0.115165696,0.40503407,-0.20461068,0.43658233,-0.08423172,0.18733269,-0.37281695,-0.08353581,0.09129557,-0.17237362,-0.4066636,0.16951473,-0.16683209,-0.014782969,0.15508795,0.07701373,-0.058482498,0.24732621,-0.14855295,0.20392926
P19156,0.4491384,-0.4428165,-0.23917368,-0.11690576,0.10003578,0.1225067,0.024409652,-0.0044535734,0.03674762,0.12705049,-0.04524388,-0.057475016,0.24932094,0.08895379,0.090938166,0.27400625,-0.15989226,0.12673235,0.20142779,0.13745081,-0.118827105,0.028039336,-0.38807526,0.015251925,-0.005917847,-0.025178533,-0.20234233,0.2511858,-0.08414091,0.18923561,0.035978153,0.26755548
O75365,-0.13188574,0.4682505,-0.09676419,-0.030687487,0.2083537,-0.06635928,-0.07052785,0.32431886,0.0365431,0.43818203,-0.117368676,-0.056654647,-0.20882632,-0.2421236,0.09648201,-0.36574262,-0.21913958,-0.15804449,-0.25495028,-0.08645723,0.21351917,0.113961995,-0.0047989776,0.029453227,-0.16008514,0.113588035,-0.08308759,-0.12613937,-0.09021275,-0.048220336,-0.2727676,0.32282376
Q9VUM1,0.77037793,-0.31950438,0.038123418,-0.0700469,0.13444927,0.09270574,0.12697959,-0.04184397,0.031875283,-0.09221566,0.057977594,-0.0724591,0.31059194,0.07745513,-0.08501922,0.36970592,0.03804708,0.1359076,0.10090614,-0.19505951,-0.2184664,-0.15919968,-0.23769382,0.15975088,-0.1394918,-0.04097795,-0.18605435,0.33135426,0.04871933,0.2901457,0.100428656,0.058941975
Q13153,0.005412191,-0.46117133,0.097333014,-0.3704391,0.34386465,0.30027574,0.014745608,-0.031438068,0.014986381,0.41609696,0.2692555,0.09898889,0.040373564,0.3649565,0.124903895,0.30617493,-0.31327233,-0.058897864,0.23310605,-0.14495176,0.18565626,0.2444233,-0.02604049,-0.22489117,-0.22630593,0.13140562,-0.060702458,-0.15394452,-0.291541,-0.33625084,-0.050883412,-0.12545902
C6KSX0,0.20913781,0.38685766,0.31166902,0.14346705,0.011426523,-0.2117373,-0.056979954,0.35240594,0.05524932,0.32246217,-0.026311927,0.14904004,0.23235418,-0.06395994,-0.39391884,0.049980573,0.19694176,0.29831222,-0.29839602,-0.19783789,-0.14032122,-0.46601218,-0.642,-0.029514851,0.005986467,-0.4017083,0.7203686,-0.25212866,-0.17182536,-0.088739894,0.3472008,0.31225234
O55234,0.34514493,0.3956045,-0.22564663,0.09968511,-0.008447781,-0.28237662,-0.15058294,0.26045713,0.10474862,-0.097473904,-0.06939215,0.14978515,-0.14304586,-0.2975152,0.31939837,-0.34108865,-0.02560452,-0.0019844733,-0.20725521,-0.0882914,-0.08372673,-0.24815671,-0.011293846,0.11162846,-0.21058488,-0.066449896,-0.059942693,0.5921704,0.013925299,0.13217585,0.08428915,0.11941187
P21374,0.3322147,0.58501506,0.17637408,0.038462214,0.12431208,-0.27433008,-0.0796514,0.08618018,-0.051584706,0.090108305,-0.074755795,-0.046344444,0.05493599,-0.30968374,-0.4078153,-0.039950773,-0.025491647,-0.06311497,-0.13036811,-0.16346917,-2.7567148e-05,-0.09863114,-0.14065786,0.17276737,-0.2606784,0.20169482,0.04028654,-0.018644378,-0.32856947,0.17014132,-0.33870357,-0.21041846
P04347,0.52632844,-0.26913923,-0.080945626,0.00445717,-0.03919362,-0.15508834,-0.10907649,0.094490185,0.18686552,0.026286036,0.11409721,-0.117087156,0.0060425103,0.43093526,0.04393422,0.21896392,0.0024645142,-0.025440589,-0.34284386,-0.18425715,0.092120096,-0.17502624,0.033885863,-0.17093326,0.0044144616,0.014666151,0.24159867,0.4031865,-0.08821526,-0.2622586,-0.059466094,0.15448733
P21243,0.41578615,0.19857866,0.0019829385,0.053329945,0.16466188,-0.048823178,-0.10647504,0.2626991,-0.035465702,-0.10772927,-0.2966608,0.049465984,0.17703512,-0.41757154,-0.034139343,-0.033528194,-0.11056864,0.106614724,-0.045156755,-0.12004063,-0.031125516,-0.011229515,-0.29297525,0.20237611,-0.16503444,0.044757146,-0.191076,0.33214515,-0.26144403,0.2792372,-0.06938091,0.052622065
P08640,-0.40090632,-0.45685577,0.10862,-0.0065662097,0.14264023,0.316655,-0.20620748,0.42747736,0.050446287,-0.488389,0.2919593,0.12281287,0.44195306,0.7003627,0.049859636,0.7832623,0.15170662,0.21735632,-0.3633487,0.13837162,0.0017937422,-0.30525777,0.6372826,-0.5708665,0.11510153,-0.34238157,0.04428546,-0.9388792,-0.29035532,-0.09589581,0.3179443,0.15052526
P05120,0.59197205,0.11012818,0.012517329,0.051323727,0.054047905,-0.094954625,-0.046615873,0.13535644,-0.043215618,0.027990669,-0.050424106,-0.19740319,-0.05225636,-0.030463636,-0.16666579,0.14408347,-0.1365734,0.12323354,-0.25864714,0.034929834,-0.15058468,-0.12425634,-0.2631833,0.21660228,-0.14308345,0.11664614,0.05504322,0.23945448,-0.044266626,0.19921069,0.07402467,0.17982782
Q9UBC2,0.2902171,-0.6543889,0.070084974,-0.15542163,0.05396036,0.0020062253,0.09201725,-0.29249,0.0028144568,0.29625344,0.118546374,-0.046584263,0.54429394,0.11481206,-0.0018957853,0.05005522,0.089127064,-0.4156606,-0.051949136,-0.14610234,-0.22486378,-0.008840114,0.20393886,-0.089687906,0.025042176,0.11916916,-0.25402963,0.06889032,0.34440172,-0.13417374,0.041629463,0.0010864586
P00724,0.15193547,-0.4140035,0.039447915,-0.41763592,0.049878426,0.0513118,-0.06399963,0.45489973,0.05856569,-0.054399997,0.016908877,0.19529805,-0.10264437,0.16133086,0.00540895,0.29188532,0.08378452,-0.01678538,-0.31605893,-0.17275229,0.31508672,0.10615051,-0.5002957,-0.20136952,0.18677634,0.050327618,0.30979115,-0.08708494,-0.18259066,-0.18752703,-0.0071211755,0.3739816
P09733,0.6391798,0.066033304,-0.1555999,-0.03999109,0.13073748,-0.020088576,0.002335906,0.086285755,0.06997047,-0.13441637,-0.06313486,-0.06841776,-0.037424996,0.13931124,0.011910088,0.23211019,-0.15153357,0.19031449,-0.19081885,0.030964829,0.11235191,-0.050556123,-0.43834957,0.20507745,-0.047136217,0.13627279,-0.009628117,0.3119902,0.062375426,0.35976648,0.019073337,0.21744777
P15692,0.29529077,0.56363165,-0.18538554,0.5861634,0.022571005,-0.034003332,-0.08491017,-0.13118488,-0.5040076,0.2565352,0.13082111,-0.10657519,-0.30443043,0.47430116,0.10024714,-0.087250486,-0.22786364,0.07063427,-0.4291454,-0.34213313,-0.3135689,-0.11754421,0.20099795,0.40340096,-0.13966346,-0.21106264,-0.0024783015,0.3369516,0.09375818,0.10735671,0.42183644,0.5984957
P69786,0.44681907,-0.33432353,-0.15585542,-0.2192439,0.061557867,0.027819507,0.08134644,0.14136969,0.0996048,-0.4552152,-0.12946033,-0.13658291,0.22297612,-0.22482967,0.18480098,0.3473525,-0.09683493,0.15441197,-0.07951554,0.2611134,-0.43878794,-0.10604705,-0.6683045,0.2246844,0.25047517,0.19233045,-0.1990972,0.42063856,-0.09424332,0.36119866,0.1906089,0.1602668
Q13492,0.7059099,-0.4070136,0.0845065,0.08490538,0.16276559,0.21044153,0.19771837,0.034847487,0.119641885,-0.12951499,0.17806354,-0.096734405,0.5095844,-0.0058701783,-0.026498146,0.2522717,0.0497307,-0.060823645,0.09381416,-0.31232128,-0.21827118,-0.28406936,-0.4380235,0.05321116,0.03099136,-0.052874293,-0.059812233,0.15703952,0.08883184,0.14522175,0.20747556,0.07872504
A5KE01,0.018874526,0.2476073,0.25378308,-0.15404141,-0.08566506,-0.23726866,-0.097890615,0.2014376,0.064170465,0.09444162,0.18030137,-0.1364541,-0.30570745,-0.13263473,-0.09439824,0.062613696,-0.016124438,0.017968986,0.18784916,0.3813221,0.040556356,0.17657954,-0.55875593,-0.061898172,-0.16777575,0.1214779,0.53280246,-0.18142076,0.17181934,0.09027107,0.038819075,-0.20760714
P23396,0.2496015,0.38302362,-0.061708394,0.36555937,-0.044705696,-0.07822938,-0.178481,0.23583303,-0.07377888,-0.06675646,-0.23808777,0.17199889,0.17375052,-0.35845333,0.19303155,0.03067556,-0.10117446,-0.40358892,-0.12524486,0.17465347,-0.1036219,0.010696381,-0.21263857,0.06908519,-0.13611427,0.085324034,-0.13434032,0.6207988,-0.12580317,0.32345438,0.0006157607,-0.081879586
P05451,-0.9191351,0.5413061,0.37643948,-0.052608542,0.15260354,-0.30352706,-0.02750735,0.41714472,-0.084169775,0.76306546,-0.23447528,0.22809738,-0.049866095,-0.2799855,-0.2276409,-0.5551471,0.07070272,-0.1514185,-0.21963108,-0.47090736,-0.21753585,0.027512133,0.11857472,-0.06484379,0.17192696,-0.09994212,0.23994246,0.06176573,-0.17974706,-0.6337863,0.0558642,0.20213301
O43508,0.0877064,0.33814055,-0.38903517,0.5694435,-0.16814053,-0.107871726,-0.14122178,0.00735924,-0.38480437,0.2662582,0.05103679,-0.18489903,-0.36827165,0.18030421,0.29371458,-0.49504167,-0.21016045,-0.052068908,-0.40293163,-0.40254784,-0.2217551,-0.13902327,0.23589136,0.42236966,-0.017799556,-0.1350876,-0.010209084,0.48968852,0.046914175,-0.32380003,0.30026615,0.5678586
P10275,0.5778306,-0.07238816,-0.0683976,0.73147666,0.03418968,0.14023401,0.040495217,-0.34526294,-0.4116341,-0.19885918,0.57348025,-0.21818757,-0.4892224,0.6867964,0.39898652,-0.100589976,-0.18854609,-0.11182116,-0.22554985,-0.47154906,-0.5356791,-0.09646335,0.35479498,0.0345072,0.0030420423,0.18458045,0.13861206,0.4310245,0.008116946,-0.10448785,0.45462152,0.42022443
Q61371,0.2904386,-0.59853506,0.21069519,-0.48550466,-0.007670544,-0.12543634,0.06187825,-0.22466616,0.15592854,0.14479819,0.34177342,-0.048897684,0.15436038,-0.026868008,0.02039317,0.135347,0.10482064,-0.089387044,0.19182396,0.17687723,-0.3806203,-0.075646624,0.091340415,-0.29099986,-0.23022461,0.11220063,-0.05639842,-0.03837873,0.101594046,-0.006512396,-0.020333275,-0.23601383
P21375,0.15779395,-0.33718592,0.035377387,-0.3709978,-0.0422403,-0.12934384,0.0183893,0.16508679,0.01670961,0.0803684,0.22261018,-0.02174905,-0.08171938,0.11214204,0.08219129,0.26419246,0.16337174,-0.07327092,0.12136214,0.2031683,-0.12653357,0.09983349,-0.5904077,-0.1723711,0.08725108,-0.027989704,0.3004454,-0.15024263,0.21917017,-0.0024278313,0.1869942,0.23086058
Q9BZR9,0.19987871,-0.5193178,0.11006148,0.21580161,0.073623486,0.13336314,0.03693843,-0.23466475,-0.15113664,0.6005753,0.023400538,-0.015939295,-0.050900355,0.27244535,0.20134914,-0.097063944,-0.073281765,-0.26056644,-0.35216147,-0.107505836,-0.24049418,0.09847739,0.119077116,-0.10981442,0.0022310466,0.15157509,0.08475751,0.062114775,-0.05274631,-0.37929922,0.21042301,0.2234445
Q7YZX3,0.59509957,-0.12918244,-0.024867099,0.06596817,-0.024241596,0.094935924,-3.773719e-05,0.13719909,-0.052436367,-0.22731599,-0.27221838,0.11549402,-0.18593587,-0.28570488,0.17877337,0.13249217,-0.026871089,0.3643937,-0.0981378,0.33205387,-0.2236196,0.054556787,-0.45457575,0.10734743,-0.062370613,0.12961128,-0.03591366,0.30538514,-0.29232156,0.59266126,0.067239806,0.2156357
P0ACC1,-0.3439271,0.026481539,-0.16881362,-0.19878183,-0.32531282,0.06985852,-0.21363425,0.06251842,0.07774371,0.1625126,0.023491986,0.03763175,-0.57147896,-0.09802382,0.5949636,-0.38697922,-0.47352898,-0.39078513,-0.23851046,0.36081842,0.24218328,0.3667615,-0.029611219,0.10347989,0.0009541586,0.24635431,-0.15961832,-0.53745556,0.029721215,-0.3015803,-0.45870632,-0.14148495
P54253,0.70400536,-0.22001095,0.19595651,0.6377176,-0.010223135,0.12975606,0.122233585,-0.12331958,-0.024177112,-0.4661031,0.42062294,0.14303207,-0.0123787075,0.2919147,0.5720567,-0.19494744,-0.017834436,-0.16101551,-0.16361299,-0.6626198,-0.42001504,-0.36755413,-0.017062772,-0.30477113,0.12793933,0.10443808,0.30986634,0.4660666,-0.37648642,-0.3040735,0.22687575,0.018788502
P0A6L0,0.054794684,0.19255556,0.012653772,0.08704794,-0.07191788,-0.09644121,-0.13063891,0.08798526,0.12882005,0.07943174,-0.09632022,0.12604365,-0.29778337,-0.4820596,0.5976879,-0.33500093,0.11836213,-0.009003039,0.11964459,0.33485967,-0.026155166,0.18313766,-0.29521054,-0.024998737,-0.15398526,-0.06486851,-0.07647081,-0.04288894,0.23685016,0.3839602,-0.0147417635,0.03983651
P15208,0.45346516,-0.052402124,0.05106025,0.07852467,-0.083834074,-0.23177591,-0.12142864,0.04834904,0.046488225,0.35580614,-0.34283957,0.16784552,0.29829967,0.4233306,-0.29090136,0.2530179,0.12502602,0.3410035,-0.5141942,0.07247965,-0.100373715,-0.341811,-0.074757695,-0.05700937,0.07815094,-0.08166878,0.40405512,0.32142916,-0.05873421,-0.1826391,0.27369633,0.26594436
P11940,0.02698268,-0.39607865,0.40741172,-0.49794355,0.25477165,-0.03536117,0.06055872,-0.2143342,0.027170792,0.29493508,0.29290292,0.37392256,-0.07742229,0.32580367,0.46533117,0.11307251,-0.005809676,-0.062933624,0.19257745,-0.11429227,-0.17092824,0.21063691,0.4405805,-0.53174484,-0.2762527,0.09316504,-0.06060624,0.013466954,-0.25674742,-0.4081273,-0.08012408,-0.35889894
Q96EB6,0.6656652,-0.060918823,-0.23061316,0.25041264,0.07704768,0.1242898,0.009664096,-0.19023669,0.008376554,0.044798687,0.009816922,-0.17415217,-0.08060242,0.5175723,0.21195094,0.35519996,-0.26715326,0.054391794,-0.3177071,0.04527267,0.0469878,0.020458937,-0.10978542,0.18942116,-0.08509645,0.20965251,-0.06131503,0.38126633,0.092546135,0.35127795,0.030328348,0.2969581
Q8IUQ4,0.26728165,0.22425881,-0.1816617,0.14160177,0.025820605,-0.07870248,0.017380573,0.18723752,0.12018104,0.31554624,-0.21643403,0.036863744,0.0032775402,-0.25223547,0.107070416,-0.5407232,-0.24105006,0.03069586,-0.41401044,-0.10890823,0.12692644,-0.19424851,-0.036094833,0.026171127,-0.12626508,0.03984296,0.021350607,0.088600546,-0.31157398,-0.1080914,-0.2965052,0.3237834
Q94420,0.6218404,0.13717578,0.10811706,0.06609356,0.039922617,-0.114631474,-0.035206854,0.16221951,0.08777496,0.062336266,-0.15476888,0.13555387,0.18095556,-0.1601224,-0.19336411,-0.013946205,-0.123875245,0.25629413,-0.22387654,-0.020688765,-0.04270941,-0.28552514,-0.30488643,-0.011757931,-0.22233087,-0.03202511,0.19257432,0.0791122,-0.44973928,0.14218216,-0.14194936,0.09523746
P0A6S5,-0.4938078,0.23731513,0.0026171096,-0.14737828,-0.19501156,-0.31240907,-0.20123345,0.32903647,0.45367175,0.019554883,-0.038130917,0.033762693,0.05912084,-0.7250915,0.36266652,-0.29940826,0.17502533,-0.8303091,-0.107902385,-0.034629993,-0.3586769,-0.10767716,0.20316222,0.13856338,0.1473557,-0.06360197,-0.45565486,0.092751086,0.2958215,-0.17525944,-0.332537,-0.42274356
O00308,0.33620358,-0.416273,0.010032337,0.094734035,0.067213364,0.1870349,-0.0693099,-0.01421259,0.0903822,0.17252362,0.034151472,0.24544801,0.22490773,0.5227036,0.32348615,0.15178159,-0.16730808,-0.30660364,-0.18028648,-0.3179349,0.015282355,-0.0031665862,0.17765054,-0.28370297,0.00060784817,-0.10473317,-0.07017124,0.029132694,-0.24911554,-0.44610292,-0.2048809,0.07723343
B5KM66,-0.30066034,0.7804861,0.0842499,0.030043403,-0.064796194,-0.5455389,-0.21428084,-0.046973087,-0.075948596,0.2612885,-0.07073111,-0.103004664,0.13785824,-0.7508795,-0.29607162,-0.25211215,0.18159777,-0.31088325,-0.056521438,0.18645287,-0.3197258,-0.18723094,0.24244519,-0.06330213,0.025178932,0.46945623,-0.1415613,0.4007933,-0.14584778,0.10071133,-0.07714754,-0.4340827
P00748,-0.0034688413,-0.4675914,-0.17930402,0.13486677,-0.035499107,-0.10174891,-0.32641038,-0.11796363,-0.020767286,0.37614945,-0.35448793,-0.053831086,-0.2684105,0.7051084,0.49109185,0.008546576,-0.05306718,0.21637821,-0.74954563,-0.27583024,-0.1113076,0.090361,0.4902985,0.14684889,0.27667302,0.10404444,0.007028818,0.33137786,0.05332376,-0.6162735,0.22802952,0.49174327
A0A0K0MJN3,0.11866741,0.4964196,0.07180923,0.07284961,-0.010306984,0.016296841,-0.29387957,0.44781786,-0.11213143,0.2810146,-0.38956687,0.46104127,0.20971644,-0.7281461,-0.15090081,-0.08437057,0.1148119,-0.34970364,-0.26529253,0.140625,0.2579677,-0.060721233,-0.16434461,-0.2629239,-0.15943083,0.037246395,-0.20930023,0.29612494,-0.40904945,0.1486188,-0.10554409,0.001336515
P01023,0.29807347,-0.30944812,0.028498571,0.22752054,-0.16214946,0.079206616,-0.07253207,0.19579603,-0.25942987,0.39300928,-0.24780884,0.16963936,0.23101936,0.3672347,-0.24754542,0.16457045,0.007931076,0.011790995,-0.4377217,0.19552514,-0.0632692,-0.12694526,-0.14348058,-0.19507302,0.13596177,0.14383712,0.46404517,0.34959957,-0.09973648,-0.3573195,0.47395602,0.40153635
P0A6E6,0.21659066,0.34191912,-0.14357403,0.29869506,-0.0715666,-0.017483227,-0.20475607,0.1466917,0.013873935,0.06442258,-0.37927818,0.16966455,0.12952656,-0.72484154,0.1806108,-0.2546994,-0.07896015,-0.28740278,-0.067741,0.08570301,-0.030681416,-0.05204974,-0.21762441,0.140574,-0.11573291,0.2464504,-0.34432748,0.47200257,-0.3233763,0.22415291,-0.22039935,-0.14584851
P12476,0.42085838,0.32564938,-0.021910269,0.0597321,-0.055217713,-0.25802618,-0.23925173,0.3882215,0.17028119,-0.092524365,-0.19390172,0.13644215,-0.016415976,-0.31968734,-0.106840245,-0.092919484,-0.04989804,0.39554375,-0.4413406,0.0064247027,-0.08159603,-0.41308138,-0.21775742,0.04675542,-0.16164458,-0.0414649,0.31449836,0.0808391,-0.54599386,0.18255995,-0.09077114,0.22297086
P10810,0.14818664,-0.1709825,-0.40943706,0.085406065,-0.13232155,0.047907054,-0.02681607,0.17064485,-0.16881143,0.28500715,0.09449558,0.014835268,-0.07733618,0.18904461,0.28250015,-0.55793273,-0.15651223,-0.2832241,-0.112743214,-0.18904024,0.019134313,-0.05932875,0.07571796,0.16982672,0.011328191,-0.14526947,-0.051506788,0.25023553,0.5811607,-0.57566875,0.40650156,0.47036028
O94782,0.5533317,-0.045607,0.30312887,0.58172745,-0.0063154995,0.29503798,0.16676585,-0.023756906,-0.15194732,0.36142895,0.16901508,-0.07679036,0.28330737,0.39887962,-0.3198857,0.4329471,-0.04601794,-0.33960322,-0.26650676,0.07210896,-0.06139271,-0.11862522,-0.3605458,-0.1602471,-0.016019925,0.008519236,0.36763757,-0.1414319,-0.016465172,0.17754714,0.163259,0.20697813
P61088,0.2564398,0.534179,-0.331364,0.15380348,-0.065508366,-0.13004266,-0.21668403,0.21677195,0.010138914,-0.052596882,-0.30935642,0.008858144,-0.06783308,-0.4380086,0.10683234,-0.16638543,-0.23001823,-0.19027929,-0.31385875,-0.03813105,0.18099485,-0.07049347,-0.2508878,0.35582846,-0.07461922,0.32867286,-0.24958317,0.311841,-0.33275244,0.18011434,-0.38322133,-0.00059081614
Q2YVT4,-0.1486859,-0.22527082,0.28210285,-0.48520482,-0.036198027,0.01114846,-0.19650221,0.5958124,0.3272729,-0.14182398,0.16808245,0.53613913,-0.18389364,-0.21945587,0.49977458,-0.08522539,0.24211416,-0.12970418,-0.066143945,-0.13708842,-0.27319735,-0.15126552,0.1587887,-0.42437917,-0.25860542,-0.7632825,-0.07802531,-0.5386232,-0.15064335,-0.31729245,-0.044197306,-0.033977896
D3ZMK9,0.4322136,0.0663162,0.04681236,0.9832387,-0.11488945,0.29518732,-0.016856387,-0.2203943,-0.47952998,0.22835848,0.066701055,-0.121973485,-0.16502945,0.7238863,0.1741072,0.13026148,-0.19978541,-0.1588605,-0.69893754,-0.32332823,-0.25846094,-0.024705768,0.11760132,0.056804463,0.14751445,0.19122526,0.38302284,0.16981095,-0.16754371,-0.041978046,0.33417916,0.6604675
Q9H4A3,0.11816113,-0.44480574,-0.06927124,-0.25209317,0.33710968,0.36269748,0.06064506,-0.052486014,-0.045408607,0.47681043,0.3517134,0.025867313,-0.054257885,0.4721938,0.25987172,0.18031344,-0.35196942,-0.16794176,0.22128901,-0.15329275,0.1535605,0.21626177,0.091409534,-0.17121689,-0.25415984,0.01620834,-0.20851758,-0.115918845,-0.06619725,-0.36868972,0.05907239,0.016058609
Q92211,0.1839016,-0.037892357,0.06281091,0.03706432,0.19366428,-0.006077811,-0.020555519,0.28435206,-0.026395962,-0.23871765,-0.23529884,0.045403346,0.08350581,-0.4372297,0.21094823,-0.049054965,-0.03155833,0.13077462,0.08250851,0.138307,-0.13498968,0.1698094,-0.5097176,0.07846601,0.04058262,0.19121149,0.0069372654,0.36960748,-0.034718588,0.3871097,0.24542935,0.08941953
O15287,0.57331675,-0.56947505,-0.4788083,0.09822446,-0.32022163,0.15277967,-0.14501774,-0.3146969,-0.11811416,0.07891174,0.22192565,-0.40811303,-0.3182456,0.30017024,0.2704505,-0.2190081,-0.18259014,-0.15465531,-0.3506194,-0.029758506,0.012954719,-0.031493664,0.12956321,0.346117,0.086573616,0.30788767,-0.25863624,0.0025674105,0.58195174,-0.20269607,0.17917539,0.39502
P0AB58,0.008384675,-0.39654684,-0.12542102,-0.4175945,-0.33418626,-0.1967639,-0.13353318,-0.13010508,0.3142854,0.07128687,0.022671133,-0.004157245,-0.0649928,-0.08372246,0.026272543,-0.2576831,-0.20596,-0.30139816,-0.09149858,0.46869805,-0.24496289,-0.04400605,0.26350144,0.10629211,-0.084344044,0.32195792,-0.19989754,-0.0037973374,0.24665315,-0.21474876,-0.37351424,-0.44017732
O08722,-0.011008963,-0.54304254,-0.1037312,0.07271447,-0.000601843,-0.021291628,-0.16055804,0.09238173,0.13421215,0.3601317,-0.3130843,0.21200688,0.3480113,0.5601989,0.24133,0.03663429,-0.032187305,0.039395187,-0.2545915,-0.24840498,-0.17462854,-0.1472832,0.20215502,-0.03895873,0.28586102,0.021414135,0.10632554,0.6137767,0.060994983,-0.7316967,0.312143,0.14963381
Q22289,0.393359,0.56609726,0.06658034,0.43372643,0.13900957,0.0055372417,0.09584586,0.21907969,-0.15634649,0.09364466,0.024715535,0.13213317,0.26708966,0.15155065,-0.35026497,-0.024888769,-0.19345032,-0.21220112,-0.14381322,-0.31936485,0.09498669,-0.15339741,-0.3930506,0.06611684,-0.060934618,0.01648425,0.36544758,0.08821347,-0.22211373,0.07553904,-0.07257348,0.17314254
O35627,0.6069646,0.20521738,-0.044163022,0.113592096,-0.092783906,-0.21186015,-0.07636032,-0.15510865,-0.00547266,0.14658442,-0.061755873,-0.21711993,-0.22931872,-0.0047632307,-0.0010689273,-0.12840377,-0.20546004,0.05840564,-0.5103162,-0.05356572,-0.09546894,-0.13255326,-0.011401626,0.30644023,-0.17720729,0.17329925,-0.04210967,0.12681244,-0.08815649,0.08503161,-0.23044088,0.14554493
P01555,0.33826154,0.6750191,-0.04102963,0.054385297,-0.13676697,-0.54848874,-0.17035708,0.30820993,0.26858342,-0.21829045,0.018541984,0.048203185,-0.09371616,-0.0033611357,-0.005544804,-0.03142719,0.010173876,0.021709714,-0.30250674,-0.22385713,-0.042041093,-0.3617415,-0.33217442,0.2769431,-0.09205395,-0.13068536,0.41905093,0.14796051,-0.075669006,0.02549614,-0.23225278,-0.037573554
Q4A740,0.5243874,-0.304547,0.08853848,0.0037843268,-0.022291161,0.103340894,0.025457188,0.17183568,-0.10269441,-0.20220059,-0.1135489,-0.029447153,-0.06231442,-0.23802567,0.021560706,0.25835878,0.13100205,0.23671201,0.2288363,0.2632087,-0.26382652,0.12388545,-0.49046874,0.057859093,-0.052731067,0.0095740445,-0.030409142,0.38435072,0.009262338,0.45672828,0.25122645,0.08516821
