accession_code,ESM_64_dim_0,ESM_64_dim_1,ESM_64_dim_2,ESM_64_dim_3,ESM_64_dim_4,ESM_64_dim_5,ESM_64_dim_6,ESM_64_dim_7,ESM_64_dim_8,ESM_64_dim_9,ESM_64_dim_10,ESM_64_dim_11,ESM_64_dim_12,ESM_64_dim_13,ESM_64_dim_14,ESM_64_dim_15,ESM_64_dim_16,ESM_64_dim_17,ESM_64_dim_18,ESM_64_dim_19,ESM_64_dim_20,ESM_64_dim_21,ESM_64_dim_22,ESM_64_dim_23,ESM_64_dim_24,ESM_64_dim_25,ESM_64_dim_26,ESM_64_dim_27,ESM_64_dim_28,ESM_64_dim_29,ESM_64_dim_30,ESM_64_dim_31,ESM_64_dim_32,ESM_64_dim_33,ESM_64_dim_34,ESM_64_dim_35,ESM_64_dim_36,ESM_64_dim_37,ESM_64_dim_38,ESM_64_dim_39,ESM_64_dim_40,ESM_64_dim_41,ESM_64_dim_42,ESM_64_dim_43,ESM_64_dim_44,ESM_64_dim_45,ESM_64_dim_46,ESM_64_dim_47,ESM_64_dim_48,ESM_64_dim_49,ESM_64_dim_50,ESM_64_dim_51,ESM_64_dim_52,ESM_64_dim_53,ESM_64_dim_54,ESM_64_dim_55,ESM_64_dim_56,ESM_64_dim_57,ESM_64_dim_58,ESM_64_dim_59,ESM_64_dim_60,ESM_64_dim_61,ESM_64_dim_62,ESM_64_dim_63
P19880,-0.015658975,-0.09591548,0.18731141,0.06679056,-0.24944012,0.023021877,0.12718794,-0.10952215,0.01708109,0.14218828,0.13959724,-0.08133164,-0.07746747,0.22444205,0.22366661,0.17894562,0.29963213,-0.013072682,-0.25403988,0.014785798,0.03246167,0.084226824,0.082024924,0.1390974,-0.078191936,0.23614076,0.34376478,0.017474132,-0.09768399,0.095802344,-0.07641781,0.04024504,0.05772669,-0.27764937,0.1463607,-0.25595242,0.15781577,0.16408442,-0.1363358,-0.018166289,0.15903966,-0.31874868,0.1642608,-0.035517614,-0.077718325,-0.09062463,-0.49740833,-0.030339219,0.036977045,-0.42072344,-0.53444713,0.05404883,0.23790018,0.07763281,-0.013643373,-0.0113012865,-0.0139795095,-0.11559388,-0.2548945,-0.048234463,-0.49412918,-0.060335305,0.21436426,0.07385731
Q05128,0.092030406,0.14097533,-0.028492263,0.014003672,0.004206959,0.037225682,-0.20478986,0.03462184,0.017731816,0.033628214,-0.11757066,-0.14135343,0.035144355,0.15333147,-0.23096777,0.054091174,0.24431224,-0.14581165,-0.3524313,0.07155468,0.073491514,-0.032004,0.32408828,-0.044830844,0.09908073,0.13586976,0.395065,-0.015255848,-0.10643395,-0.27170435,0.19394019,0.034266025,0.1537898,-0.16817114,0.10432162,0.123760425,-0.05808266,0.004024541,0.056716606,-0.07009424,-0.03319339,0.16840254,-0.03407043,-0.1416011,-0.16871096,-0.14068381,0.2127417,0.40821287,0.22250023,0.0848044,-0.20708448,-0.0075803967,-0.096207485,-0.23826683,-0.1006193,-0.03882941,-0.024239536,-0.26383448,-0.10114052,-0.12918769,0.12366961,-0.13870767,-0.08956528,0.018665586
P00803,-0.01494664,0.08756848,0.017724881,-0.13406721,0.2259591,0.02326851,-0.31229782,0.25657982,-0.06607729,0.02783592,-0.044073537,-0.099752575,0.020964785,0.062158663,-0.002806753,-0.1868695,-0.11678721,-0.2157973,-0.18175887,0.05493416,-0.03897467,0.014031693,0.12773055,-0.005356651,0.19438222,0.201978,-0.020979166,0.2352044,0.31920615,-0.21914947,0.11386692,-0.08561598,0.02555117,-0.06640907,-0.027512997,0.14338905,-0.11165185,0.16398086,0.1843949,0.06653941,-0.18537636,0.11401592,-0.03645158,-0.020761166,-0.043604515,0.30362853,0.2865904,0.15038052,0.07512352,0.08107664,-0.084698625,-0.21081568,-0.17474829,0.10036058,-0.46009684,0.15969989,-0.07876631,0.08589569,0.002165502,0.071562074,-0.010785021,0.19255722,0.121422246,0.06251997
P50570,0.1481022,0.020065077,-0.07499993,-0.021454006,-0.1870278,0.13895215,0.08478701,-0.038040824,0.026972748,-0.045741938,0.13477468,0.05172834,0.26278535,0.026578072,-0.07960032,0.014427077,0.12619193,0.0016284687,-0.12187539,0.10139047,-0.05509801,-0.22395167,0.10490229,0.017805092,-0.2341311,-0.1194261,-0.09035882,0.094717525,0.30160904,0.1998856,0.051085196,0.14139944,0.08671848,0.10183421,0.34923217,0.09426846,-0.01835436,0.24448924,0.03870438,0.020813234,-0.23595975,0.008194562,-0.04855099,-0.14125428,-0.14846173,0.14036766,-0.30800408,-0.02160272,0.054588255,-0.32479697,-0.0921413,0.085230775,0.14470111,-0.07519196,-0.059888516,-0.27575025,-0.2544967,0.014936313,0.08556204,0.09115374,-0.036899768,0.0829706,0.06784883,-0.30359033
P04351,-0.09518358,0.07643913,-0.058722615,-0.17395619,-0.15957455,-0.2508276,0.23053764,-0.13660827,-0.04102295,-0.122631855,-0.19016437,-0.016938416,-0.15334615,-0.3168467,0.2309154,-0.09784681,0.19755884,0.1074678,-0.12961277,0.043590017,0.26198453,-0.11817562,0.15781964,-0.1788123,0.15927523,-0.054935545,0.45537394,0.17484145,-0.033156075,-0.19903895,-0.15999344,-0.31659,0.018726774,0.027690396,-0.13872379,0.1264396,-0.35179454,0.26592615,0.067971215,-0.17591311,-0.0063356347,0.1281325,0.077826,-0.06481117,-0.13551289,-0.42105123,-0.1623368,-0.0150952265,0.053375345,-0.14226839,-0.36900508,-0.07222372,-0.010964882,-0.49072522,-0.066159114,0.16678193,0.06387004,0.05677782,-0.22034587,-0.14259003,0.160482,-0.23999676,0.07621354,-0.08182186
Q96D03,0.12157823,0.0878918,0.06502828,0.046206698,-0.011441428,-0.17499642,0.087262794,-0.06530161,-0.23773414,0.20120299,-0.30016574,0.06904432,0.075058356,-0.28461,-0.11568682,0.2712432,0.11322445,0.2568985,-0.11192919,-0.09659384,0.2332637,0.06447485,-0.03915035,0.08714422,-0.11636591,-0.030180648,0.48782575,0.23523857,-0.06696934,-0.17535779,-0.06855128,-0.41781133,0.08142589,0.16980836,0.24332021,-0.119947955,-0.23164652,-0.03570956,-0.27830392,-0.11588119,-0.13674483,0.404941,0.327331,0.046714455,-0.092591844,-0.43304104,-0.019499898,0.3172176,0.3402871,-0.0954746,-0.2944003,-0.075988024,-0.052152216,-0.099941626,0.08905651,0.13923839,0.054062005,0.18765521,-0.45891273,-0.168722,0.19227959,-0.018016446,0.15113485,0.00016385317
P14868,0.07645181,0.2184637,0.08792567,-0.067378856,-0.05847003,0.18254127,0.37876415,0.0880508,0.03465808,-0.17485419,0.079368964,0.066140726,0.16958533,0.17419522,-0.1640269,0.018905558,0.10757169,-0.011488025,-0.18362914,0.082041435,0.078189194,-0.15671441,-0.017881896,-0.037825808,-0.018315554,-0.02346018,0.23864083,0.05194196,0.13432045,-0.11558314,-0.07843587,0.23471136,-0.077738866,-0.20832965,0.31732515,0.111406945,-0.12704252,0.26079282,0.116182856,-0.0486269,-0.019993223,0.20498826,-0.026361395,-0.090518326,-0.005289085,-0.057752546,-0.35284,0.09274665,0.069906525,-0.20534156,-0.21120434,0.13896218,0.104221776,-0.17259645,0.013054948,-0.21688762,0.14376248,-0.26504564,-0.19560578,-0.21056043,-0.041732952,-0.015001021,0.08105886,-0.26813906
P01210,0.24908672,-0.15456685,-0.2092391,0.1122849,0.23792507,-0.08702699,0.42752856,-0.06848695,-0.038106345,-0.10622469,0.25651854,0.07867785,-0.3074783,-0.09695459,0.6745406,0.08699751,0.040158805,0.40280434,0.008435264,0.092454195,0.091634676,-0.08050152,-0.0711282,-0.00015623122,0.1189065,0.21329732,0.09266204,0.2541963,-0.1282811,-0.05844245,-0.18158269,-0.095970064,0.11465527,0.1540108,-0.018751863,0.15640315,-0.0689878,-0.13096268,0.28664005,0.031274542,-0.018109268,0.12905033,-0.133804,-0.017535646,0.01665904,-0.13927595,0.4040401,0.11147667,-0.2996365,0.16679133,-0.11938386,-0.012745542,0.15299709,-0.12329303,-0.0146414265,0.15614875,0.015926402,0.06985754,-0.10081952,-0.19371761,0.011209086,0.022731364,-0.080343515,-0.031953696
P03126,0.06575729,-0.059639696,-0.15620838,-0.022130623,0.12679663,-0.30152425,-0.16552983,-0.09740549,-0.12652178,0.07333359,-0.01879768,-0.12443259,-0.010819076,-0.1228348,-0.009655803,-0.05323122,0.13404164,0.11441613,-0.21212363,0.258243,0.16277972,0.0017795376,0.08687408,-0.07046881,0.09398003,-0.1396356,0.40339422,0.031124651,-0.23359536,-0.18806022,0.13204673,-0.4100564,0.09237757,0.22746634,0.17546365,0.4001337,-0.28616184,0.13133423,-0.090610474,-0.050324216,-0.3183797,0.34860376,0.0567967,0.10504475,-0.14866942,-0.19654712,0.16651073,0.3022171,0.24790104,0.21517165,-0.2068891,0.16620785,-0.051166486,-0.30964464,-0.27716064,0.18011558,0.038618956,0.1976797,-0.17041226,-0.35162467,0.2798881,-0.089886,-0.19130352,0.16419995
Q9BQB6,-0.033186495,0.19737963,0.05592162,-0.056760795,0.15644053,-0.123282835,0.025478996,-0.02375273,-0.10542177,0.133616,-0.10404283,0.18016748,0.19779421,-0.28590518,-0.072037816,-0.041739624,-0.27142304,0.07822763,-0.09489099,-0.097818844,0.015895147,0.032907523,-0.22634614,-0.33836013,0.08411702,0.43408653,0.1268163,0.16749692,-0.045195527,-0.05599899,0.004248768,-0.24677081,0.31707898,0.3788324,-0.077910386,-0.08375479,-0.10444637,-0.13573782,0.091486014,0.017636456,-0.16388564,0.3051729,-0.21844986,0.13780637,0.24078548,-0.17527986,0.24606016,0.20388767,0.11871151,0.12138118,-0.13501012,-0.32090795,-0.20138423,-0.2207649,-0.054092284,0.09042902,0.446725,0.131781,-0.2845359,-0.25413078,0.20162113,-0.068686716,0.13673115,-0.23030438
Q96LK0,0.08737164,-0.067046925,-0.079301804,0.009787492,0.10522647,-0.18785372,0.15327038,0.023237515,-0.05448848,0.0031561404,-0.08011979,-0.10728058,0.086161576,-0.12808827,0.094193816,-0.033412267,0.24252228,0.16619231,-0.21047026,-0.030403173,0.21257722,-0.16677982,0.039892495,0.041868493,-0.027713254,-0.10103911,0.2917102,0.05604437,-0.014134793,-0.19503915,-0.10428729,-0.3486238,0.10195993,0.010508357,0.16288987,0.29833272,-0.28635636,-0.0084799435,-0.04251252,-0.1522852,-0.24734762,0.27233657,0.14113027,-0.025416084,-0.014962323,-0.21143067,-0.06220115,0.44517353,-0.01639067,0.06900306,-0.36903393,0.008950075,0.04868416,-0.3869127,-0.12353757,0.040202804,-0.034563452,0.12916869,-0.25283462,-0.19837727,0.035981447,-0.12961888,-0.27123228,0.14640684
P06702,0.24886076,0.039447904,-0.31818652,0.015088685,0.2602451,-0.26980975,-0.081012815,-0.1472412,-0.1707074,0.07730118,0.042463675,0.029453482,-0.11443076,-0.18726411,0.41578633,-0.12946197,-0.034775987,0.23129743,-0.46461594,0.09613464,0.24112967,0.09418058,0.11973856,-0.108559065,-0.025070354,0.28099993,0.2080455,0.07412253,-0.15011793,-0.26191646,-0.057655632,-0.25923628,0.0079638325,-0.010089338,-0.12622964,0.20586976,-0.34752733,-0.02596405,0.09210129,-0.20246275,-0.036649708,0.15462454,-0.073950544,0.063317254,-0.11363163,0.015371162,0.34769204,0.4605985,-0.046991073,0.43351263,-0.28831896,0.0405093,-0.035738636,-0.38696975,-0.20840529,0.045855552,-0.1552958,0.16743052,-0.030340346,-0.32554787,0.13779823,-0.12981021,-0.3568866,0.36192682
Q3UVR3,0.1815733,0.06943239,0.13192827,0.17546013,0.08653541,-0.050562333,0.043836355,-0.17817485,-0.07937084,-0.11675476,0.11806089,0.14405221,0.14987488,0.2476709,0.1173684,-0.08830043,-0.035539165,0.07639239,-0.15796286,0.2044181,-0.20107466,-0.045750905,0.022841204,0.08868835,-0.25179812,0.055092596,-0.20512313,-0.029284699,0.18311943,-0.027366579,0.022553444,0.21831244,-0.13908175,-0.12856826,0.10509865,-0.37676606,0.013909433,0.20103066,-0.11730941,0.054568507,-0.21203251,-0.1698259,0.23703349,0.13484342,-0.19826362,0.13336292,-0.20913622,-0.15654269,0.0649787,-0.26316673,-0.067497954,0.27771205,0.112455264,0.04007396,0.105227515,-0.1407004,0.006709378,0.112854406,0.009288853,-0.037269928,-0.18027006,0.09677268,-0.14472172,-0.032550447
P02359,0.03470815,0.01734022,-0.23978528,-0.13369274,0.23143683,-0.17529508,0.16165419,0.08433825,-0.119995296,0.17006488,-0.021251753,0.14356771,0.2802525,-0.17315619,-0.13667937,-0.034764152,-0.039868392,0.04931603,0.14185701,-0.08463756,0.0852993,-0.047469534,0.15075056,-0.10221362,-0.030363113,0.09776762,0.37215412,0.056224294,-0.033965148,-0.18000033,-0.037106015,-0.16914076,0.09573199,-0.018740185,-0.006620991,0.096647434,-0.06351127,0.09647696,0.018343866,0.04308223,-0.32465988,0.37717193,-0.15693828,-0.015948143,0.13960065,-0.20338944,0.0064322427,0.11372038,-0.1514175,0.07383558,-0.34222072,-0.15710106,-0.053828694,-0.3635988,0.23641282,0.03786307,0.02256548,0.121469274,-0.10956186,-0.11305994,0.2221797,-0.04043733,-0.087320745,0.009856615
P15891,-0.15025449,-0.2245417,0.19725114,-0.10446479,0.054675657,0.36123678,0.4568206,0.13166659,0.43856135,-0.029206857,0.14593932,-0.26121274,-0.14573017,0.5365321,0.042500727,0.0126697235,0.391856,-0.12700349,0.07109845,-0.08426339,0.11107667,-0.44479188,-0.037600465,0.09073188,-0.09711036,0.15526538,0.060964525,-0.005687082,-0.042834394,-0.024648853,-0.12937143,0.13201052,0.11866297,-0.23910624,0.15059601,-0.0098995045,0.24736944,-0.1510431,0.47198462,0.1014481,0.18841723,-0.2926117,-0.1398659,-0.15596223,0.214551,-0.06660624,-0.05149839,-0.03703321,-0.24677321,-0.11623351,-0.25497508,-0.018241828,0.19793484,-0.062792964,-0.076820314,-0.25058898,-0.096239194,-0.40090346,-0.1694259,0.053943563,-0.34419608,-0.17147711,-0.11748719,-0.16536972
P62263,0.16538116,-0.01557884,-0.33484915,-0.11566291,0.35526815,-0.13573092,0.25385815,0.047937576,0.014826126,0.20162782,0.13268271,-0.017543234,0.20066528,0.017131206,-0.225403,0.0816644,0.06752532,0.08210134,-0.14473361,-0.17657234,0.0078025125,0.08289305,0.1300697,0.08889357,-0.008758083,0.018290088,0.33947212,0.027121868,0.052121066,-0.13023424,0.07453279,0.017319866,-0.013750836,-0.08230023,0.18811984,0.09743116,-0.08550817,0.108120196,0.21874455,-0.020661592,-0.23491831,0.55754083,-0.2515944,-0.010632798,-0.079721816,-0.14254136,0.028049268,0.20464185,-0.041360218,0.23885463,0.06128867,0.06100616,-0.21744473,-0.14692387,0.021102618,-0.028764851,-0.21346329,-0.005518444,-0.19633813,-0.15390866,0.28131634,-0.03778502,-0.07950323,-0.06490647
Q04602,-0.1575502,0.15255208,0.10055036,-0.04491853,-0.34223396,0.1633984,0.03575015,0.13038947,-0.17421427,0.106876075,-0.017733455,0.048639547,0.24274229,0.018426333,-0.17816679,-0.07660869,0.09288734,-0.22726366,-0.11094565,0.1519086,0.03909989,0.06305375,-0.013824679,-0.118667334,-0.08686148,0.29176682,0.16038461,0.08172402,-0.115108274,0.1920433,-0.007880386,0.06812318,-0.12605134,-0.12680179,0.08218654,-0.2974555,0.16572028,0.35197148,0.09912092,-0.12339653,-0.17343523,-0.15489693,0.25316325,0.09590318,0.041052938,0.10548031,-0.29970837,-0.14060533,0.09111417,-0.38459224,-0.296069,0.06977459,0.10957199,0.18277237,-0.10605124,-0.14574966,0.23766375,-0.0034035817,-0.25134197,-0.024435706,-0.28613788,-0.012320489,-0.041370388,0.007468667
Q8R010,-0.09349391,0.17501268,0.18203627,-0.06337664,0.037874978,-0.12807207,0.17603058,-0.21796194,0.07114602,0.14561737,-0.16558997,0.0967356,0.101986624,-0.088914104,-0.12139012,-0.13839087,-0.084185466,0.045103095,-0.16368462,-0.085844755,0.044025037,-0.07101722,0.037168782,-0.10684537,0.07809548,-0.024314672,0.33819652,-0.062365867,0.0660409,-0.16374892,-0.082852095,-0.13781753,0.13782033,0.0031819008,-0.01778138,-0.005985476,-0.09337807,0.17740457,-0.060204238,-0.13949852,-0.094086245,0.18348138,-0.08012913,0.0650164,0.10784656,-0.2424383,-0.22266406,0.06599047,0.13366443,-0.089955196,-0.4546646,-0.042764734,-0.014770193,-0.35633662,-0.025563594,0.060422998,0.12110564,-0.07539248,-0.16462947,-0.2319855,0.084399834,-0.13415547,0.14335535,-0.16367131
P04696,-0.015557632,-0.03434456,0.03407,-0.024411574,-0.03763714,-0.14085832,0.24165188,-0.07555768,-0.07436976,0.067699805,-0.036125407,-0.0013855658,0.081814386,-0.12003237,-0.0034162253,0.27368584,0.056544922,0.06371668,-0.30839986,0.10385204,-0.010639355,-0.22976917,-0.11642233,0.048141375,-0.057534255,-0.098514736,0.03772612,0.12053605,0.38235053,0.039367698,-0.20688325,-0.17315198,0.0444225,0.021246828,0.23537281,0.023114502,-0.36785334,0.07718758,0.016824856,0.058806702,-0.0391113,0.046002273,0.04195045,0.009857893,-0.038634233,-0.03808519,-0.27914542,0.17756024,0.046996403,-0.16545995,-0.17395544,0.019647265,0.1234941,-0.20581293,-0.25722814,-0.29295698,-0.04479114,0.19428685,-0.08695064,-0.06488784,-0.0037261844,-0.15426174,0.010299381,-0.10727441
P04385,-0.08699377,0.04765345,0.124726035,0.06488813,-0.14597628,0.27816495,0.019508913,0.10967356,-0.0729995,-0.20037407,-0.12958744,0.4212482,-0.047864888,-0.050455812,-0.11812492,0.18221082,0.07430274,0.05815957,-0.07989913,0.03432765,0.031615514,0.20736581,0.13648134,-0.00067635626,-0.21171692,0.009462081,0.09385134,-0.085759066,0.5182863,0.11290944,0.15506907,0.34107232,0.055259872,0.31969538,0.089041635,-0.031747676,0.11441847,0.05894179,-0.30120063,-0.10988161,-0.10047676,-0.21838231,0.0165089,-0.14665763,0.09509072,0.15285213,-0.2124536,0.075976126,-0.06831887,-0.09304401,-0.06925577,-0.03744717,0.27944154,0.09295059,0.025898732,-0.2752807,-0.28792298,0.0070733353,-0.42979676,0.10981798,0.0019510835,-0.057327762,0.26712516,-0.011509184
O75795,0.03461542,0.060468018,0.4177958,0.08598863,-0.30421638,0.17029844,0.18763393,-0.078040406,-0.084971905,-0.040355243,-0.060669325,0.19977511,0.003918009,0.04890382,0.018162146,-0.04015602,-0.24935977,0.19665569,-0.16235574,-0.06497651,-0.113845974,-0.03591436,-0.1106535,-0.018094756,-0.17822838,0.16611654,-0.17768493,-0.0021388698,0.38201714,0.15794736,-0.05719109,0.17387621,-0.17284332,-0.07212274,-0.0695211,-0.26242977,0.0887696,0.29823643,0.055131413,0.008461311,0.03600046,-0.34570077,0.0051535238,0.12285173,0.09422949,0.4166109,-0.033610135,-0.002903089,0.17497885,-0.024985502,-0.17552114,-0.11166028,0.0862453,-0.054303043,-0.123465404,-0.05136565,-0.038774777,0.050233223,0.079186745,0.06311166,-0.2894444,0.1726428,0.114542976,-0.0027568154
P0DJD3,0.051810883,-0.44395363,0.012412118,0.01503662,0.28374806,-0.014900546,0.20187515,0.005010765,-0.36988673,-0.062196784,0.60147506,-0.19065006,-0.28461063,0.23400764,0.2008486,0.16240974,0.17209168,-0.09901807,0.050875023,0.035913818,-0.30273512,0.26064628,-0.07831011,0.1014291,0.17817295,0.08759351,0.37908578,0.20605315,-0.24791013,0.30494758,0.039133623,0.3610924,0.052077264,0.13101321,0.18069689,0.08436992,0.37956575,0.20917146,0.14945461,0.5152657,-0.24671702,0.17538388,-0.088295706,0.17947476,0.009957243,-0.023381177,0.03900612,-0.36889318,0.046853267,-0.07083407,0.039930075,0.38056856,0.28661492,0.31949258,0.01626939,0.3492016,0.021998,0.11051729,0.11829849,0.17286624,-0.09971934,0.37270984,0.14922763,-0.03392296
Q21921,0.119378164,0.17263831,-0.032631554,-0.060525842,-0.1742209,0.06873465,0.098114744,-0.021984044,-0.06603047,-0.104209565,0.06804243,-0.019771956,0.03922734,0.090281144,-0.1375684,0.09765668,0.2181362,-0.1178352,-0.16245072,0.16599214,0.106264904,-0.018807106,0.050516736,0.0901896,-0.07665914,0.009428412,0.37339872,0.15193798,-0.02714455,0.1391803,0.027847067,0.058484763,-0.063999504,-0.08955959,0.3186031,0.13949057,-0.0048309304,0.30647102,-0.08695771,-0.009972677,0.019349888,-0.037098687,0.16084689,-0.059659053,-0.10150927,-0.013164949,-0.28593838,0.150193,0.22313794,-0.2622053,-0.30065006,0.2685209,0.3891851,0.08430063,-0.13040675,-0.21944189,-0.014603827,-0.3068563,-0.21341817,-0.063299,-0.14802939,-0.04071621,-0.08840619,-0.070955716
P09446,0.16766185,-0.01564681,-0.062924355,-0.14484096,-0.072414264,0.22617063,-0.000398919,-0.048725955,-0.12271904,-0.17478156,0.1528978,-0.16742682,0.12142852,-0.12371269,-0.17524709,-0.22427922,0.1159389,-0.25383356,-0.18912444,-0.23168425,0.34062195,0.015242681,0.22431254,0.025334932,-0.335985,-0.14952976,-0.14521512,0.24803862,0.42445263,0.30344352,0.30195594,0.037585497,-0.14196502,0.08351359,-0.042482093,0.22381565,-0.011241648,0.11948507,-0.46038985,0.00088594854,0.09104301,-0.0732289,-0.08636438,0.015862014,-0.3055215,0.56876016,-0.24626738,-0.22714275,-0.20957384,-0.03175203,-0.1935049,0.08694783,0.057819378,-0.1472381,0.1646689,-0.16562054,-0.28061825,0.0176396,0.008924542,0.23166455,-0.07832764,0.26166564,-0.19623423,-0.3019588
P98175,-0.11591962,-0.24035123,0.18033531,-0.16341326,0.1430399,0.00013858546,0.24119805,0.10352853,-0.10206349,-0.22480246,0.4773959,-0.3604933,-0.12527709,0.31247383,0.08073475,-0.11592002,0.10993276,-0.24298546,-0.068613514,-0.03457772,-0.35167217,-0.027938198,-0.14920762,-0.054444008,0.2803797,0.054797977,-0.004932061,0.2677691,-0.1363991,0.15192464,-0.1155513,0.3022586,0.070704386,-0.09607314,0.17285562,0.050189428,0.23110016,0.088502824,0.39748454,0.1975993,0.082983665,0.12795511,-0.049024217,0.08584534,0.018012151,0.054748096,-0.14492306,-0.19799128,-0.10665152,-0.28146,0.029422492,0.27016103,0.1443394,-0.04036627,-0.20236675,0.10795701,0.08978155,-0.09196733,0.29112452,0.069921724,-0.23094189,0.18557262,0.06057166,-0.079272844
P25788,0.050853446,0.07362384,-0.21199006,0.03133369,0.30722308,-0.17471385,0.27671164,0.16842802,-0.11402484,0.16311571,-0.12882864,0.12676848,0.18146464,-0.06276207,-0.06371041,0.14068665,0.08587382,-0.1570364,-0.14020948,-0.19809362,-0.0039395317,-0.043431915,-0.009987559,-0.11826375,0.12471157,-0.029598653,0.41954088,-0.021792358,0.1821358,-0.04999996,-0.20792541,-0.101630464,0.18720186,0.028906692,0.026205596,0.17495513,-0.12240957,0.10145279,-0.012891084,-0.043348998,-0.16821574,0.29904285,0.13968632,0.00048102066,0.13014318,-0.13192327,0.03128787,0.3996869,-0.097904705,0.098755576,-0.36474597,0.0797602,-0.014596004,-0.24004474,-0.15341686,-0.07339599,0.09419663,0.058875814,-0.15574777,0.03630522,0.03648044,0.10238249,-0.2660449,0.130824
Q8CPQ1,-0.0049138814,0.04030162,0.1086679,0.047474258,-0.070997775,-0.096327946,0.11794094,0.39636087,0.14734158,-0.20669001,-0.03691203,-0.26444143,-0.5157041,0.5405162,0.08753461,0.039768998,0.33498448,-0.23918858,0.100740805,-0.020358915,-0.2196599,-0.32471174,0.45601454,-0.20192713,0.24150863,-0.16214725,0.50992036,0.031134194,0.26187527,0.07351304,-0.17839888,0.27775735,0.16546229,0.14710334,0.15438446,0.0920007,0.55409044,0.111695535,0.18044841,0.11047731,0.217178,-0.6093935,0.17554003,-0.2319257,-0.20927909,0.13576223,0.31948963,-0.08875925,0.112343915,-0.07168495,-0.4453258,-0.023664465,0.16401005,-0.0017118305,-0.188604,-0.29076704,-0.011748869,-0.39451355,-0.38907626,-0.27183312,-0.25793377,-0.13383415,-0.16823378,0.047369357
O75815,0.16370946,0.043196358,0.199148,0.17826074,0.09151748,0.22278623,0.10724131,-0.18894064,-0.2456466,-0.13045856,0.2357201,0.050550934,0.09039139,0.07388006,-0.084524944,0.05205739,0.017349131,0.2739754,-0.40758437,-0.084765516,-0.12840241,0.2621937,-0.11144752,0.08167028,-0.118602484,0.35403803,0.2661876,0.11861039,-0.09458127,0.00051080436,-0.05938869,0.13935761,-0.12831247,-0.064664714,0.3688171,-0.25555596,0.102867216,-0.06371564,0.069195665,-0.028447494,0.19040093,0.26753795,-0.05225417,-0.10407752,-0.029874466,0.040081978,-0.35602948,-0.045443095,0.14560993,-0.4056366,-0.07836903,-0.04106673,0.2361951,0.2111443,0.105735734,-0.07544304,0.23810413,-0.31615114,-0.3081452,-0.112007335,-0.106993645,-0.08449265,0.08126244,-0.039700013
P25539,-0.03196086,0.10856268,-0.1832773,-0.21148682,0.16972461,-0.025694013,-0.24541165,-0.19526426,0.020136364,-0.13466084,-0.00413087,0.14748867,-0.041454695,-0.010093581,-0.30389202,-0.31341502,-0.14783917,0.089154914,0.024841312,0.24275291,-0.14153184,0.2237845,0.2393848,-0.101793565,-0.060110286,-0.04403454,0.052540645,0.06871834,0.40359485,-0.04463461,0.16510493,0.03295485,0.13574894,0.11396164,0.04554781,0.2934802,-0.12247348,0.09827369,-0.1585461,0.08574906,-0.036853395,-0.06021155,-0.1886234,-0.26729065,0.007389538,0.2975337,-0.07315365,0.07520238,0.014893028,0.16406111,0.03586264,-0.18084724,0.11541712,-0.26128772,-0.20964216,-0.17344481,-0.24804987,-0.15818721,-0.06596088,0.13481183,0.04305367,0.0934946,0.09087503,0.030713309
Q8WYB5,0.15387687,-0.09176399,0.15263346,0.14454621,0.0080985315,0.079717346,0.16088262,-0.06826958,-0.115323536,-0.10836751,0.21497571,-0.12773626,0.15727954,0.22477482,-0.24629025,0.13256542,0.3170281,-0.023448002,-0.32432234,-0.18146604,-0.16832215,0.115156524,-0.058985405,0.07902541,-0.1308257,0.1505113,0.4260494,0.04988172,-0.088411726,0.07131762,0.08882548,0.11208817,-0.035494093,-0.15051672,0.29554325,-0.20115176,0.21866213,0.13086194,0.108861834,0.03340374,0.0023163408,0.17099111,0.040487517,-0.034054134,-0.1367955,-0.08714725,-0.1990911,0.024453752,0.29325038,-0.31760818,-0.14385879,0.13697451,-0.04660889,0.06968997,0.0038257018,-0.04322446,0.082597226,-0.18241931,-0.06787959,0.024045065,-0.044157423,0.045499235,0.052018058,-0.03585544
Q96UT6,0.013860177,0.074953936,-0.068242654,0.041882895,0.08474365,-0.33577514,-0.05206673,0.21540946,-0.0389146,0.012808591,-0.23659067,-0.08826588,0.087663285,-0.03697048,-0.20469557,-0.0033488981,0.21193314,-0.14225103,-0.1436525,-0.1202757,-0.11591698,0.015874758,0.29869315,-0.18357213,0.20528422,-0.0702506,0.4588399,-0.10618426,0.116031624,-0.20299596,0.08770192,-0.07179184,0.31269935,0.040107965,0.015907831,0.21152148,0.10228044,0.02518482,-0.122328416,-0.13532124,-0.19578454,0.13043241,0.09189942,-0.043584358,0.097684056,-0.20600882,0.13940242,0.51713234,0.09153905,0.126671,-0.43428636,-0.06151756,-0.1475659,-0.40252143,-0.102376446,0.016318187,-0.062977746,-0.091688104,-0.20763758,-0.19840051,-0.019633837,-0.13881847,-0.08502816,0.21486199
